 DBN,frequency,Block type,Status,BNL shipment,Shipped on,Comment,Prototype,Fiber type,Fiber batch,Filling time (h),FF date,Filled by,Checked by,W powder,W bucket number,Mold number,Empty mold (g),Filled mold (g),W filling mass (g),fibers loaded by,W filling date,W filled by,Epoxy batch,Resin mass (g),Hardener mass (g),potting notes,Epoxy filling time (min),Epoxy filling date,Epoxy preparer,Delta Mach-Pot,Machining or potting date,Machined by,L (in),BT (in),BB (in),BH (in),ST (in),SB (in),SH (in),Volume (mL),Measured by,Mass (g),Measured by,Density (g/ml),Tested on,# Fibers N,Good end,ABS N-W (%),LT,10-15(%),15-50(%),50-75(%),r75 (%),R,Tower 1,Tower 2,Tower 3,Tower 4, missing row?,13 connected holes?,FOM_N,FOM_I,Tested by,Tested on,Scintillation (mV),Calibration (mV),Scintillation ratio,Tested by,Tested on,Natural Pictures,Tested by,Retouch,Density Result Checked?,Light Checked?,Natural Pictures checked?,Sector ID (SSCR),LT M/D/YYYY,Days Mach-LT,Scint M/D/YYYY,Final Block Grade,Dens grade,Dim grade,LT grade,Tower grade,Vi,Scint grade,Pic,X,LT-all,DBN,S-left,S-right,column,row,relative W weight,Δ(L) [mm],Δ(BT) [mm],Δ(BB) [mm],Δ(BH) [mm],Δ(ST) [mm],Δ(SB) [mm],Δ(SH) [mm]
F657,,22,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.90,,2668,,,100.00,,,,,,100,100,99.7,100,,,,,,,,,0.880,,,,,,,,,41C22,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F657,4,1,C,22,,0.08,-0.12,0.09,-0.02,-0.2,0.1,0.11
F658,,22,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.73,,2668,,,100.00,,,,,,100,100,100,100,,,,,,,,,0.860,,,,,,,,,44A22,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F658,4,4,A,22,,0.08,-0.15,0.14,-0.11,-0.24,0.1,-0.01
F659,,22,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.85,,2663,,,99.81,,,,,,99.55,99.7,100.00,100.00,,,,,,,,,0.840,,,,,,,,,39D22,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F659,3,9,D,22,,0.07,-0.04,0.24,0.06,-0.11,0.31,0.19
F660,,22,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.72,,2667,,,99.96,,,,,,100.00,100.00,99.85,100.00,,,,,,,,,0.850,,,,,,,,,44B22,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F660,4,4,B,22,,0.07,-0.15,0.09,-0.1,0.05,0.29,0.15
F661,,22,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.90,,2668,,,100.00,,,,,,101.5,100.45,98.65,99.55,,,,,,,,,0.850,,,,,,,,,42A22,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F661,4,2,A,22,,0.06,-0.11,0.21,-0.24,0.04,0.25,-0.01
F662,,22,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.80,,2668,,,100.00,,,,,,100.15,100.00,99.85,99.85,,,,,,,,,0.850,,,,,,,,,39C22,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F662,3,9,C,22,,0.06,0.01,0.37,-0.07,0.17,0.32,0.08
F663,,22,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.85,,2668,,,100.00,,,,,,101.5,100.45,98.65,99.55,,,,,,,,,0.840,,,,,,,,,43C22,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F663,4,3,C,22,,0.08,-0.04,0.19,-0.02,0.08,0.29,0.18
F664,,22,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.79,,2668,,,100.00,,,,,,100.00,100.00,100.00,100.00,,,,,,,,,0.850,,,,,,,,,42B22,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F664,4,2,B,22,,0.07,0.02,0.18,-0.12,0.04,0.25,0.18
F665,,22,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.83,,2668,,,100.00,,,,,,100.00,100.00,100.00,100.00,,,,,,,,,0.820,,,,,,,,,39B22,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F665,3,9,B,22,,0.12,-0.09,0.16,-0.11,0.01,0.22,0.14
F666,,22,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.66,,2666,,,99.93,,,,,,100.3,100.00,99.55,99.85,,,,,,,,,0.830,,,,,,,,,44C22,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F666,4,4,C,22,,0.1,-0.06,0.12,0.19,-0.19,0.11,0.14
F667,,22,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.79,,2667,,,99.96,,,,,,100.00,100.00,99.7,100,,,,,,,,,0.820,,,,,,,,,44D22,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F667,4,4,D,22,,0,0.17,0.46,0.01,-0.06,0.23,0.16
F668,,22,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.89,,2668,,,100.00,,,,,,102.25,101.35,97.6,98.65,,,,,,,,,0.810,,,,,,,,,43B22,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F668,4,3,B,22,,0.06,0.02,0.4,0.06,-0.1,0.24,0.05
F669,,22,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.89,,2668,,,100.00,,,,,,100.00,100.00,100.00,100.00,,,,,,,,,0.840,,,,,,,,,43A22,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F669,4,3,A,22,,0,0.07,0.25,-0.04,0.13,0.2,0.03
F670,,22,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.74,,2665,,,99.89,,,,,,100.3,99.85,99.55,99.85,,,,,,,,,0.870,,,,,,,,,41B22,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F670,4,1,B,22,,0.1,-0.02,0.23,0,0.06,0.32,0.08
F671,,24,,,6/25/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/2/2021,,,6/2/2021,,,,,,,,,,,,,9.83,,2667,,,99.96,,,,,,99.4,100.6,99.7,100.15,,,,,,,,,0.870,,,,,,,,,37C24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F671,3,7,C,24,,0.01,-0.2,0.31,0.08,0.03,0.26,0.08
F672,,24,,,6/25/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/2/2021,,,6/2/2021,,,,,,,,,,,,,9.81,,2659,,,99.66,,,,,,99.7,99.55,100,99.55,,,,,,,,,0.930,,,,,,,,,37B24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F672,3,7,B,24,,0,-0.14,0.19,0.04,-0.08,0.17,0.07
F673,,24,,,6/25/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/2/2021,,,6/2/2021,,,,,,,,,,,,,9.86,,2668,,,100.00,,,,,,100,99.85,100,100,,,,,,,,,1.000,,,,,,,,,35D24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F673,3,5,D,24,,-0.07,-0.21,0.23,-0.02,-0.07,0.21,-0.03
F674,,24,,,6/25/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/2/2021,,,6/2/2021,,,,,,,,,,,,,9.79,,2663,,,99.81,,,,,,100.3,99.85,99.7,99.4,,,,,,,,,0.990,,,,,,,,,37A24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F674,3,7,A,24,,-0.08,0.1,0.4,-0.03,-0.1,0.06,0.02
F675,,24,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/2/2021,,,6/2/2021,,,,,,,,,,,,,9.86,,2667,,,99.96,,,,,,100.00,100.15,99.85,99.7,,,,,,,,,0.880,,,,,,,,,38C24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F675,3,8,C,24,,-0.01,-0.06,0.14,-0.05,-0.13,0.06,-0.02
F676,,24,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/2/2021,,,6/2/2021,,,,,,,,,,,,,9.89,,2666,,,99.93,,,,,,100.00,100.00,100.00,99.7,,,,,,,,,0.900,,,,,,,,,38D24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F676,3,8,D,24,,-0.09,0.07,0.47,-0.09,0.05,0.38,0.03
F677,,24,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/2/2021,,,6/2/2021,,,,,,,,,,,,,9.89,,2668,,,100.00,,,,,,100.00,100.00,100.00,100.00,,,,,,,,,0.890,,,,,,,,,42A24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F677,4,2,A,24,,-0.07,0.19,0.39,-0.05,0.03,0.33,-0.05
F678,,24,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/2/2021,,,6/2/2021,,,,,,,,,,,,,9.94,,2667,,,99.96,,,,,,100.15,100.00,99.85,99.85,,,,,,,,,0.890,,,,,,,,,39D24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F678,3,9,D,24,,-0.09,-0.06,0.35,-0.03,-0.22,0.24,-0.07
F679,,24,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/2/2021,,,6/2/2021,,,,,,,,,,,,,9.87,,2668,,,100.00,,,,,,100.9,100.6,98.95,99.7,,,,,,,,,0.870,,,,,,,,,43D24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F679,4,3,D,24,,0,-0.06,0.18,0.01,-0.01,0.19,0.04
F680,,24,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/2/2021,,,6/2/2021,,,,,,,,,,,,,9.76,,2668,,,100.00,,,,,,100.00,100.00,99.85,99.85,,,,,,,,,0.850,,,,,,,,,43C24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F680,4,3,C,24,,-0.01,0.04,0.22,0.09,-0.4,0.28,0.07
F681,,24,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/2/2021,,,6/2/2021,,,,,,,,,,,,,9.83,,2668,,,100.00,,,,,,100.3,100.15,99.7,99.7,,,,,,,,,0.880,,,,,,,,,40A24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F681,4,0,A,24,,-0.06,-0.03,0.14,0.02,0.08,0.24,-0.1
F682,,24,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/2/2021,,,6/2/2021,,,,,,,,,,,,,9.76,,2667,,,99.96,,,,,,100.00,100.00,99.85,100.00,,,,,,,,,0.890,,,,,,,,,40B24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F682,4,0,B,24,,-0.08,-0.21,0.19,0.01,0.1,0.39,0
F683,,24,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/2/2021,,,6/2/2021,,,,,,,,,,,,,9.88,,2668,,,100.00,,,,,,100.00,100.00,100.00,100.00,,,,,,,,,0.820,,,,,,,,,40C24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F683,4,0,C,24,,-0.02,-0.06,0.2,-0.05,-0.11,0.19,0.01
F684,,24,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/2/2021,,,6/2/2021,,,,,,,,,,,,,9.73,,2668,,,100.00,,,,,,100.00,100.00,100.15,99.85,,,,,,,,,0.830,,,,,,,,,40D24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F684,4,0,D,24,,-0.04,-0.01,0.33,-0.01,-0.2,0.01,0.01
F685,,24,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/2/2021,,,6/2/2021,,,,,,,,,,,,,9.91,,2668,,,100.00,,,,,,100.00,100.00,100.00,100.00,,,,,,,,,0.810,,,,,,,,,44A24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F685,4,4,A,24,,0,-0.08,0.22,0.01,0.07,0.41,0.03
F686,,24,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/2/2021,,,6/2/2021,,,,,,,,,,,,,9.85,,2666,,,99.93,,,,,,100.9,100.3,98.8,99.85,,,,,,,,,1.060,,,,,,,,,44B24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F686,4,4,B,24,,-0.01,-0.06,0.15,0.07,-0.07,0.18,0.13
F687,,24,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/2/2021,,,6/2/2021,,,,,,,,,,,,,9.76,,2667,,,99.96,,,,,,100.00,100.00,100.00,99.85,,,,,,,,,0.950,,,,,,,,,43B24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F687,4,3,B,24,,0.01,-0.06,0.19,0,0.12,0.36,0.09
F688,,24,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/2/2021,,,6/2/2021,,,,,,,,,,,,,9.88,,2668,,,100.00,,,,,,100.00,100.00,100.00,100.00,,,,,,,,,1.010,,,,,,,,,42C24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F688,4,2,C,24,,0.06,0.17,0.3,0.05,0.26,0.44,0.14
F689,,24,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/2/2021,,,6/2/2021,,,,,,,,,,,,,9.88,,2667,,,99.96,,,,,,100.00,99.85,100.00,100.00,,,,,,,,,1.000,,,,,,,,,42B24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F689,4,2,B,24,,0,-0.1,0.28,-0.03,-0.05,0.37,0.07
F690,,24,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/2/2021,,,6/2/2021,,,,,,,,,,,,,9.81,,2666,,,99.93,,,,,,99.7,100.00,100.00,100.00,,,,,,,,,0.910,,,,,,,,,43A24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F690,4,3,A,24,,-0.08,-0.07,0.24,0,-0.13,0.15,0.01
F691,,20,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.76,,2667,,,99.96,,,,,,100.45,100.3,99.4,99.55,,,,,,,,,0.960,,,,,,,,,41D20,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F691,4,1,D,20,,0.08,-0.04,0.22,0.02,0.34,0.42,0.01
F692,,20,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.83,,2665,,,99.89,,,,,,99.85,100.00,99.85,99.85,,,,,,,,,0.920,,,,,,,,,44D20,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F692,4,4,D,20,,0.1,0.04,0.06,-0.1,0.38,0.3,0.07
F693,,20,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.93,,2668,,,100.00,,,,,,99.7,100.15,100.15,99.85,,,,,,,,,0.940,,,,,,,,,42A20,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F693,4,2,A,20,,0.1,-0.03,0.2,0.06,0.06,0.29,0.07
F694,,20,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.87,,2668,,,100.00,,,,,,100.00,100,100,100,,,,,,,,,0.910,,,,,,,,,41C20,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F694,4,1,C,20,,0.08,-0.21,0.3,-0.05,-0.2,0.25,-0.08
F695,,20,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.62,,2668,,,100.00,,,,,,100.75,100.15,99.25,99.7,,,,,,,,,0.900,,,,,,,,,42B20,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F695,4,2,B,20,,0.05,-0.13,-0.01,-0.1,0.32,0.44,-0.2
F696,,20,,,9/1/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,7/8/2021,,,7/8/2021,,,,,,,,,,,,,9.91,,2667,,,99.96,,,,,,100,100,100,99.85,,,,,,,,,0.840,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F696,,,,,,0.12,-0.27,0.09,-0.22,0.12,0.34,0.02
F697,,20,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.82,,2668,,,100.00,,,,,,100.3,100.3,99.7,99.7,,,,,,,,,0.850,,,,,,,,,41B20,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F697,4,1,B,20,,0.09,0.01,0.27,0.1,-0.07,0.21,0.02
F698,,20,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.86,,2667,,,99.96,,,,,,99.25,100.75,100,100.00,,,,,,,,,0.880,,,,,,,,,43B20,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F698,4,3,B,20,,0.06,-0.04,0.34,-0.02,0.25,0.39,0.05
F699,,20,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.80,,2668,,,100.00,,,,,,100.00,100.6,100,99.4,,,,,,,,,0.890,,,,,,,,,43D20,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F699,4,3,D,20,,0.09,0.09,0.27,0.02,-0.19,0.14,0.14
F700,,20,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.74,,2668,,,100.00,,,,,,100.15,100,99.4,100,,,,,,,,,0.880,,,,,,,,,39C20,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F700,3,9,C,20,,0.09,0.09,0.35,-0.04,0.01,0.33,0.11
F701,,21,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.70,,2668,,,100.00,,,,,,100.00,100,100,100,,,,,,,,,0.860,,,,,,,,,41C21,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F701,4,1,C,21,,0.19,0.1,0.25,0,-0.05,0.15,0.04
F702,,21,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.79,,2668,,,100.00,,,,,,100.00,100,100,100,,,,,,,,,0.860,,,,,,,,,42A21,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F702,4,2,A,21,,0.09,0.21,0.5,0,0.01,0.23,0.07
F703,,21,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.90,,2668,,,100.00,,,,,,100.00,100,100.15,99.85,,,,,,,,,0.880,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F703,,,,,,-0.01,0.27,0.5,0.08,-0.07,0.25,-0.01
F704,,21,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.85,,2668,,,100.00,,,,,,101.05,100.15,98.35,100.15,,,,,,,,,1.150,,,,,,,,,39B21,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F704,3,9,B,21,,0.04,0.09,0.23,0.05,0.16,0.35,0.06
F705,,21,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.67,,2668,,,100.00,,,,,,100.00,100,100.15,100,,,,,,,,,0.880,,,,,,,,,42C21,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F705,4,2,C,21,,0.11,0.16,0.46,-0.06,-0.08,0.22,0.14
F706,,21,,,9/1/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.76,,2668,,,100.00,,,,,,100.3,99.7,100.3,99.7,,,,,,,,,0.810,,,,,,,,,46A21,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F706,4,6,A,21,,0.11,-0.16,0.2,-0.04,-0.19,0.1,-0.06
F707,,21,,,9/1/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.74,,2668,,,100.00,,,,,,99.4,99.25,100.45,100.15,,,,,,,,,0.880,,,,,,,,,46B21,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F707,4,6,B,21,,0.1,-0.24,0.13,-0.02,0.19,0.43,-0.39
F708,,21,,,9/1/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.80,,2665,,,99.89,,,,,,99.7,99.85,100,100,,,,,,,,,0.770,,,,,,,,,44A21,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F708,4,4,A,21,,0.02,-0.11,0.25,-0.06,-0.01,0.26,-0.15
F709,,21,,,9/1/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.69,,2666,,,99.93,,,,,,100.15,100,99.7,99.7,,,,,,,,,0.950,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F709,,,,,,0.07,-0.01,0.17,-0.1,-0.05,0.1,-0.16
F710,,21,,,9/1/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.83,,2667,,,99.96,,,,,,100,99.85,100,99.7,,,,,,,,,0.820,,,,,,,,,43D21,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F710,4,3,D,21,,0.05,-0.25,-0.16,0.2,0.15,0.45,-0.06
F711,,22,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.66,,2666,,,99.93,,,,,,99.7,99.4,100.15,100.45,,,,,,,,,0.880,,,,,,,,,39A22,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F711,3,9,A,22,,0.06,-0.06,0.3,-0.08,-0.04,0.25,0.18
F712,,22,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.80,,2668,,,100.00,,,,,,100.00,99.85,100,100,,,,,,,,,0.850,,,,,,,,,42C22,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F712,4,2,C,22,,0.09,-0.2,0.06,-0.05,-0.12,0.33,0.11
F713,,22,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.79,,2668,,,100.00,,,,,,100.6,100,99.4,100,,,,,,,,,0.810,,,,,,,,,41A22,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F713,4,1,A,22,,0.08,-0.1,0.2,-0.09,-0.3,0.23,-0.19
F714,,22,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.87,,2667,,,99.96,,,,,,100.45,100,99.85,99.85,,,,,,,,,0.820,,,,,,,,,42D22,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F714,4,2,D,22,,,,,,,,
F715,,22,,,9/1/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.91,,2668,,,100.00,,,,,,98.95,100,101.05,100,,,,,,,,,0.810,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F715,,,,,,0.09,-0.11,0.4,0.07,-0.09,0.34,-0.06
F716,,22,,,9/1/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.85,,2665,,,99.89,,,,,,100,99.85,100,99.85,,,,,,,,,0.740,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F716,,,,,,0.05,0.13,0.36,0.02,-0.17,0.1,0.11
F717,,22,,,9/1/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.87,,2666,,,99.93,,,,,,99.55,98.95,101.35,100,,,,,,,,,0.840,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F717,,,,,,0.07,-0.07,0.25,0,-0.19,-0.05,0.11
F718,,22,,,9/1/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.78,,2660,,,99.70,,,,,,101.65,98.2,100.6,99.1,,,,,,,,,0.730,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F718,,,,,,0.03,-0.12,0.2,-0.01,-0.2,0.12,0.11
F719,,22,,,9/1/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.86,,2667,,,99.96,,,,,,102.1,97.9,101.8,98.2,,,,,,,,,0.830,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F719,,,,,,0.06,0.04,0.27,-0.23,0.22,0.35,-0.02
F720,,22,,,9/1/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.77,,2671,,,100.11,,,,,,98.05,97.75,102.25,102.25,,,,,,,,,0.840,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F720,,,,,,0.04,-0.15,0.08,-0.07,0.08,0.28,0.23
F721,,24,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.84,,2668,,,100.00,,,,,,100.00,100.00,100.00,100,,,,,,,,,0.750,,,,,,,,,44C24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F721,4,4,C,24,,0.07,-0.01,0.22,0.04,0.11,0.24,0.15
F722,,24,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.87,,2667,,,99.96,,,,,,100.00,100.00,100.00,99.85,,,,,,,,,0.750,,,,,,,,,39C24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F722,3,9,C,24,,0.08,-0.21,0.16,0.05,0,0.37,0.03
F723,,24,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.88,,2668,,,100.00,,,,,,101.65,100.45,98.35,99.55,,,,,,,,,0.730,,,,,,,,,47C24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F723,4,7,C,24,,0.07,-0.04,0.39,0.07,-0.02,0.4,0.13
