 DBN,frequency,Block type,Status,BNL shipment,Shipped on,Comment,Prototype,Fiber type,Fiber batch,Filling time (h),FF date,Filled by,Checked by,W powder,W bucket number,Mold number,Empty mold (g),Filled mold (g),W filling mass (g),fibers loaded by,W filling date,W filled by,Epoxy batch,Resin mass (g),Hardener mass (g),potting notes,Epoxy filling time (min),Epoxy filling date,Epoxy preparer,Delta Mach-Pot,Machining or potting date,Machined by,L (in),BT (in),BB (in),BH (in),ST (in),SB (in),SH (in),Volume (mL),Measured by,Mass (g),Measured by,Density (g/ml),Tested on,# Fibers N,Good end,ABS N-W (%),LT,10-15(%),15-50(%),50-75(%),r75 (%),R,Tower 1,Tower 2,Tower 3,Tower 4, missing row?,13 connected holes?,FOM_N,FOM_I,Tested by,Tested on,Scintillation (mV),Calibration (mV),Scintillation ratio,Tested by,Tested on,Natural Pictures,Tested by,Retouch,Density Result Checked?,Light Checked?,Natural Pictures checked?,Sector ID (SSCR),LT M/D/YYYY,Days Mach-LT,Scint M/D/YYYY,Final Block Grade,Dens grade,Dim grade,LT grade,Tower grade,Vi,Scint grade,Pic,X,LT-all,DBN,S-left,S-right,column,row,relative W weight,Δ(L) [mm],Δ(BT) [mm],Δ(BB) [mm],Δ(BH) [mm],Δ(ST) [mm],Δ(SB) [mm],Δ(SH) [mm]
F724,,24,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.86,,2666,,,99.93,,,,,,100.75,100.00,99.25,99.85,,,,,,,,,0.720,,,,,,,,,42D24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F724,4,2,D,24,,0.08,-0.05,0.12,-0.02,-0.02,0.2,0
F725,,24,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.95,,2668,,,100.00,,,,,,100,100.00,100.00,100,,,,,,,,,0.740,,,,,,,,,47B24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F725,4,7,B,24,,0.09,0.12,0.21,0.04,0.04,0.25,0.17
F726,,24,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.95,,2667,,,99.96,,,,,,100.00,99.85,100.00,100,,,,,,,,,0.740,,,,,,,,,47A24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F726,4,7,A,24,,0.09,0.25,0.23,-0.03,0.27,0.21,0.01
F727,,24,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.84,,2666,,,99.93,,,,,,100.3,100.00,99.55,99.85,,,,,,,,,0.800,,,,,,,,,41D24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F727,4,1,D,24,,0.1,0.01,0.23,-0.01,0.45,0.26,0.13
F728,,24,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.89,,2666,,,99.93,,,,,,101.5,100.00,98.5,99.7,,,,,,,,,0.790,,,,,,,,,41C24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F728,4,1,C,24,,0.1,-0.23,0.04,0.11,0.03,0.22,-0.18
F729,,24,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.84,,2666,,,99.93,,,,,,100.00,99.7,100.9,98.05,,,,,,,,,0.790,,,,,,,,,39B24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F729,3,9,B,24,,0.01,0.06,0.26,0.01,-0.05,0.18,0.01
F730,,24,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.78,,2668,,,100.00,,,,,,101.95,100.45,98.05,99.7,,,,,,,,,0.830,,,,,,,,,39A24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F730,3,9,A,24,,0.11,0.25,0.35,0.04,0.04,0.29,0.04
F731,,20,,,7/15/2021,,,SG-B,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.75,,2664,,,99.85,,,,,,100.00,99.85,99.7,100,,,,,,,,,0.860,,,,,,,,,42C20,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F731,4,2,C,20,,0.06,-0.1,0.13,0.02,-0.02,0.2,-0.11
F732,,20,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.88,,2668,,,100.00,,,,,,100.00,100.00,100.00,100,,,,,,,,,0.950,,,,,,,,,42D20,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F732,4,2,D,20,,0.17,-0.07,0.19,0.07,0.16,0.29,0
F733,,20,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/8/2021,,,7/8/2021,,,,,,,,,,,,,9.99,,2668,,,100.00,,,,,,100.15,99.85,100,100,,,,,,,,,0.870,,,,,,,,,46A20,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F733,4,6,A,20,,0.13,-0.25,-0.16,-0.19,0.16,0.37,-0.08
F734,,20,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.86,,2667,,,99.96,,,,,,99.85,100.00,100.00,100,,,,,,,,,0.930,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F734,,,,,,0.08,0.02,0.26,0.03,-0.02,0.14,-0.02
F735,,20,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.84,,2668,,,100.00,,,,,,99.85,100.15,100.00,100,,,,,,,,,0.830,,,,,,,,,41A20,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F735,4,1,A,20,,0.08,0.04,0.22,0.05,0.07,0.18,-0.04
F736,,20,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.90,,2666,,,100.30,,,,,,100.3,99.7,99.25,100,,,,,,,,,0.880,,,,,,,,,43A20,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F736,4,3,A,20,,0.1,0.12,0.47,0.04,0.34,0.28,0.04
F737,,20,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.77,,2666,,,99.93,,,,,,99.85,99.85,100,100,,,,,,,,,0.890,,,,,,,,,39B20,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F737,3,9,B,20,,0.1,-0.06,0.09,-0.02,0.11,0.24,0.03
F738,,20,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/8/2021,,,7/8/2021,,,,,,,,,,,,,9.79,,2667,,,99.96,,,,,,100,100,100,99.85,,,,,,,,,0.840,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F738,,,,,,0.08,-0.08,0.07,-0.11,-0.04,0.21,-0.24
F739,,20,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/8/2021,,,7/8/2021,,,,,,,,,,,,,10.08,,2667,,,99.96,,,,,,100,100,99.85,100,,,,,,,,,0.860,,,,,,,,,,,,,5a,5a,5aa,5aa,5aa,,5aa,,,,F739,4,6,B,20,,0.09,0.02,0.01,-0.22,0.07,0.09,-0.14
F740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F740,,,,,,,,,,,,
F741,,21,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.89,,2668,,,100.00,,,,,,100,99.85,100,100,,,,,,,,,0.880,,,,,,,,,42D21,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F741,4,2,D,21,,0.11,-0.13,0.02,0.15,-0.5,0.11,-0.01
F742,,21,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.82,,2666,,,99.93,,,,,,100,100,99.7,100,,,,,,,,,0.800,,,,,,,,,43C21,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F742,4,3,C,21,,0.06,0.06,0.2,0.02,-0.16,0.06,0.02
F743,,21,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.89,,2668,,,100.00,,,,,,100,100,100,100,,,,,,,,,0.850,,,,,,,,,43C20,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F743,4,3,C,20,,0.07,0.1,0.4,-0.11,-0.07,0.32,-0.09
F744,,21,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.80,,2667,,,99.96,,,,,,100,99.85,100,100.15,,,,,,,,,0.850,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F744,,,,,,0.07,-0.13,0.13,0.02,-0.07,0.18,0.01
F745,,21,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.85,,2668,,,100.00,,,,,,100,99.85,99.85,100,,,,,,,,,0.840,,,,,,,,,44B21,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F745,4,4,B,21,,0.07,0.08,0.03,-0.1,-0.22,0.01,0.11
F746,,21,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.85,,2666,,,99.93,,,,,,100,100,99.85,100,,,,,,,,,0.830,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F746,,,,,,0.07,-0.24,0.06,-0.06,0,0.34,-0.07
F747,,21,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.87,,2667,,,99.96,,,,,,100,99.85,99.85,100.15,,,,,,,,,0.830,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F747,,,,,,0.05,-0.03,0.12,0.04,0.02,0.2,-0.01
F748,,21,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.75,,2666,,,99.93,,,,,,99.85,99.55,99.85,100.45,,,,,,,,,0.840,,,,,,,,,45D21,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F748,4,5,D,21,,0.05,0.04,0.28,0.03,0.07,0.28,0.01
F749,,21,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.78,,2666,,,99.93,,,,,,99.85,100,99.85,99.85,,,,,,,,,0.870,,,,,,,,,44C21,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F749,4,4,C,21,,0.04,-0.24,0.06,-0.01,-0.11,0.08,0.1
F750,,21,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.71,,2663,,,99.81,,,,,,101.35,100.9,98.35,98.65,,,,,,,,,0.810,,,,,,,,,44D21,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F750,4,4,D,21,,-0.02,-0.08,0.07,0.08,0.32,0.49,0.15
F751,,22,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.86,,2664,,,99.85,,,,,,100,99.7,99.85,99.85,,,,,,,,,0.810,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F751,,,,,,0.06,-0.09,0.3,0.08,-0.13,0.22,-0.05
F752,,22,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.82,,2666,,,99.93,,,,,,100.3,99.25,99.85,100,,,,,,,,,0.900,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F752,,,,,,0.03,0.02,0.38,0.04,-0.01,0.41,-0.05
F753,,22,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.95,,2667,,,99.96,,,,,,101.95,97.75,101.2,98.8,,,,,,,,,0.850,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F753,,,,,,0.03,-0.1,0.24,-0.16,-0.03,0.2,-0.12
F754,,22,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.90,,2668,,,100.00,,,,,,100,100,100,99.85,,,,,,,,,0.820,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F754,,,,,,0.03,-0.09,0.12,-0.11,0.01,0.12,-0.05
F755,,22,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.77,,2668,,,100.00,,,,,,100.9,99.55,102.7,96.7,,,,,,,,,0.820,,,,,,,,,,,,,5a,5aa,5a,5aa,5a,,5aa,,,,F755,,,,,,0.08,-0.02,0.31,0,-0.1,0.29,-0.01
F756,,22,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.89,,2668,,,100.00,,,,,,101.8,97.9,101.5,98.8,,,,,,,,,0.820,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F756,,,,,,0.09,-0.07,0.21,0.06,-0.04,0.29,0.04
F757,,22,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.86,,2668,,,100.00,,,,,,98.2,99.25,101.95,100.6,,,,,,,,,0.840,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F757,,,,,,0.07,-0.18,0.23,0.03,0.02,0.28,0.03
F758,,22,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.73,,2668,,,100.00,,,,,,98.65,100,101.2,100.15,,,,,,,,,0.820,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F758,,,,,,0.03,0.09,0.29,0.07,-0.12,0.19,-0.06
F759,,22,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.82,,2666,,,99.93,,,,,,100.6,99.55,100.15,100,,,,,,,,,0.830,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F759,,,,,,0.06,-0.16,0.17,0.09,-0.05,0.29,0.07
F760,,22,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.87,,2668,,,100.00,,,,,,100.15,100,99.85,100,,,,,,,,,0.960,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F760,,,,,,0.04,-0.21,0.37,0.08,-0.21,0.41,-0.03
F761,,24,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.83,,2668,,,100.00,,,,,,100.3,100,99.7,100,,,,,,,,,0.850,,,,,,,,,44D24,,,,5a,5aa,5a,5aa,5aa,,,,,,F761,4,4,D,24,,0.06,0.02,0.46,0.01,0.18,0.41,0.07
F762,,24,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.78,,2665,,,99.89,,,,,,100,99.85,99.7,100,,,,,,,,,0.840,,,,,,,,,41B24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F762,4,1,B,24,,0.06,-0.03,0.27,-0.01,-0.04,0.28,0.08
F763,,24,,,7/15/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/11/2021,,,6/11/2021,,,,,,,,,,,,,9.76,,2668,,,100.00,,,,,,100,100,100,100,,,,,,,,,0.810,,,,,,,,,41A24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F763,4,1,A,24,,0.05,-0.05,0.16,-0.07,-0.09,0.15,0.01
F764,,24,,,10/14/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/8/2021,,,7/8/2021,,,,,,,,,,,,,9.93,,2668,,,100.00,,,,,,99.85,100,100.3,100,,,,,,,,,0.990,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F764,,,,,,0.14,0.08,0.24,0.02,0.05,0.28,0.03
F765,,24,,,10/14/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/8/2021,,,7/8/2021,,,,,,,,,,,,,9.79,,2667,,,99.96,,,,,,100.15,100,100.15,99.55,,,,,,,,,0.870,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F765,,,,,,0.15,-0.16,0.35,0.03,-0.05,0.4,0.01
F766,,24,,,10/14/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/8/2021,,,7/8/2021,,,,,,,,,,,,,9.75,,2668,,,100.00,,,,,,101.65,98.5,100.45,99.55,,,,,,,,,0.890,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F766,,,,,,0.15,0.09,0.41,-0.03,0.06,0.31,0.1
F767,,24,,,10/14/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/8/2021,,,7/8/2021,,,,,,,,,,,,,9.96,,2667,,,99.96,,,,,,101.2,98.65,100.15,99.85,,,,,,,,,0.960,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F767,,,,,,0.13,-0.24,0.09,0,-0.02,0.2,0.07
F768,,24,,,10/14/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/8/2021,,,7/8/2021,,,,,,,,,,,,,9.63,,2665,,,99.89,,,,,,103.3,103.15,96.4,96.4,,,,,,,,,0.990,,,,,,,,,46A22,,,,5a,5aa,5a,5aa,5a,,5aa,,,,F768,4,6,A,22,,0.16,-0.06,0.32,0.03,0.1,0.37,0.06
F769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F769,,,,,,,,,,,,
F770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F770,,,,,,,,,,,,
F771,,20,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/8/2021,,,7/8/2021,,,,,,,,,,,,,9.80,,2663,,,99.81,,,,,,100,99.25,100.3,100,,,,,,,,,0.890,,,,,,,,,44C20,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F771,4,4,C,20,,0.17,-0.05,0.28,-0.19,0.04,0.24,-0.01
F772,,20,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/8/2021,,,7/8/2021,,,,,,,,,,,,,9.78,,2667,,,99.96,,,,,,100,99.7,100,99.7,,,,,,,,,0.920,,,,,,,,,44B20,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F772,4,4,B,20,,0.13,-0.03,0.37,-0.11,0.06,0.27,0
F773,,20,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/8/2021,,,7/8/2021,,,,,,,,,,,,,9.75,,2668,,,100.00,,,,,,102.25,100.15,97.45,99.7,,,,,,,,,0.900,,,,,,,,,44A20,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F773,4,4,A,20,,0.14,0.03,0.31,-0.17,-0.22,0.13,-0.04
F774,,20,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/8/2021,,,7/8/2021,,,,,,,,,,,,,9.73,,2667,,,99.96,,,,,,101.2,98.95,100.75,99.7,,,,,,,,,0.900,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F774,,,,,,0.15,0.01,0.43,-0.15,0.03,0.15,-0.04
F775,,20,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/8/2021,,,7/8/2021,,,,,,,,,,,,,9.74,,2665,,,99.89,,,,,,99.7,98.5,99.55,99.85,,,,,,,,,0.930,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F775,,,,,,0.04,-0.06,0.02,-0.1,-0.01,0.16,-0.06
F776,,20,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/8/2021,,,7/8/2021,,,,,,,,,,,,,10.00,,2668,,,100.00,,,,,,100,99.85,100,99.85,,,,,,,,,0.830,,,,,,,,,,,,,5a,5a,5a,5aa,5aa,,5aa,,,,F776,,,,,,0.06,0.03,0.12,-0.37,-0.01,0.16,0.05
F777,,20,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/8/2021,,,7/8/2021,,,,,,,,,,,,,9.73,,2666,,,99.93,,,,,,100,100,100,100,,,,,,,,,0.830,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F777,,,,,,0.08,0.15,0.14,-0.11,0.19,0.21,-0.04
F778,,20,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/8/2021,,,7/8/2021,,,,,,,,,,,,,10.04,,2668,,,100.00,,,,,,100,99.85,100,100,,,,,,,,,0.840,,,,,,,,,46C20,,,,5a,5a,5a,5aa,5aa,,5aa,,,,F778,4,6,C,20,,0.06,0.02,0.2,-0.1,-0.23,0.26,-0.2
F779,,20,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/8/2021,,,7/8/2021,,,,,,,,,,,,,9.89,,2668,,,100.00,,,,,,100.15,99.85,100,100,,,,,,,,,0.820,,,,,,,,,47D20,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F779,4,7,D,20,,0.1,-0.06,0.12,-0.18,-0.09,0.16,-0.03
F780,,20,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/8/2021,,,7/8/2021,,,,,,,,,,,,,9.78,,2667,,,99.96,,,,,,99.85,100,100,99.85,,,,,,,,,0.920,,,,,,,,,47A20,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F780,4,7,A,20,,0.13,-0.18,0.16,-0.14,0.04,0.34,-0.11
F781,,21,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.81,,2667,,,99.96,,,,,,100,100,99.85,100,,,,,,,,,0.810,,,,,,,,,43A21,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F781,4,3,A,21,,0.06,0.03,0.26,0.07,-0.06,0.15,-0.06
F782,,21,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.85,,2667,,,99.96,,,,,,98.65,99.7,101.35,100.3,,,,,,,,,0.870,,,,,,,,,43B21,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F782,4,3,B,21,,0.11,-0.08,0.1,0.01,0.02,0.08,-0.03
F783,,21,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.82,,2668,,,100.00,,,,,,100.45,99.7,100.3,99.7,,,,,,,,,0.910,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F783,,,,,,0.11,-0.1,0.1,0.04,-0.14,0.22,0.05
F784,,21,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,10.06,,2668,,,100.00,,,,,,101.65,98.2,100.45,99.85,,,,,,,,,0.880,,,,,,,,,46C21,,,,5a,5a,5a,5aa,5aa,,5aa,,,,F784,4,6,C,21,,0.16,-0.01,0.25,-0.01,0.07,0.34,0.02
F785,,21,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.77,,2668,,,100.00,,,,,,99.85,100,100.15,100,,,,,,,,,0.860,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F785,,,,,,0.08,-0.16,0.21,-0.12,-0.13,0.17,0.01
F786,,21,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.91,,2667,,,99.96,,,,,,100,100,100,100,,,,,,,,,0.780,,,,,,,,,45C21,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F786,4,5,C,21,,0.06,-0.15,0.19,-0.08,0.12,0.25,-0.03
F787,,21,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.77,,2663,,,99.81,,,,,,99.85,99.55,100,99.85,,,,,,,,,0.930,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F787,,,,,,0.16,0.05,0.24,0.01,0.19,0.35,-0.14
F788,,21,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.77,,2666,,,99.93,,,,,,100,99.85,99.85,99.85,,,,,,,,,0.880,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F788,,,,,,0.09,-0.06,0.25,0.08,0.13,0.3,-0.1
F789,,21,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.91,,2667,,,99.96,,,,,,100.3,99.7,100,99.85,,,,,,,,,0.870,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F789,,,,,,0.06,-0.48,0.1,0.04,-0.32,0.02,-0.09
F790,,21,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.78,,2668,,,100.00,,,,,,97.9,99.55,101.65,100.3,,,,,,,,,0.870,,,,,,,,,46D21,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F790,4,6,D,21,,0.1,-0.07,0.21,0.1,-0.3,0.03,-0.04
F791,,22,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.72,,2668,,,100.00,,,,,,100.6,100.15,99.1,99.85,,,,,,,,,0.880,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F791,,,,,,0.15,-0.08,0.21,0.01,-0.01,0.29,0.04
F792,,22,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.77,,2667,,,99.96,,,,,,100.3,100.9,99.7,99.55,,,,,,,,,0.870,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F792,,,,,,0.07,-0.16,0.11,0.02,-0.04,0.19,0.01
F793,,22,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/12/2021,,,7/12/2021,,,,,,,,,,,,,9.69,,2667,,,99.96,,,,,,98.95,99.85,100.75,100.15,,,,,,,,,0.900,,,,,,,,,45B21,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F793,4,5,B,21,,0.07,0.01,0.16,-0.05,0.09,0.28,0.14
