 DBN,Don't edit Block occurance,BL,Status,BNL shipment,Shipping date,Comment,Sector,Fiber type,Fiber batch,Filling time (h),FF date,Filled by,Checked by,W powder,W bucket number,Mold number,Empty mold (g),Filled mold (g),W filling mass (g),fibers loaded by,W filling date,W filled by,Epoxy batch,Resin mass (g),Hardener mass (g),potting notes,Epoxy filling time (min),Epoxy filling date,Epoxy preparer,Delta Mach-Pot,Machining date,Machined by,L (in),BT (in),BB (in),BH (in),ST (in),SB (in),SH (in),Volume (mL),Measured by,Mass (g),Measured by,Density(g/mL),Tested on,# Fibers N,Good end,ABS N-W (%),# Fibers / # Holes (%),10-15(%),15-50(%),50-75(%),r75 (%),R,T1(BL) Fiber %,T2(BR) Fiber %,T3(TL) Fiber %,T4(TR) Fiber %, missing row?,13 connected holes?,FOM_N,FOM_I,Tested by,Tested on,Scintillation (mV),Calibration (mV),Ratio (Calibrated Twice),Tested by,Tested on,Natural Pictures,Tested by,Retouch,Density Result Checked?,Light Checked?,Natural Pictures checked?,Sector ID (SSBBR),LT M/D/YYYY,Days Mach-LT,Scint M/D/YYYY,Block Grade,De,Di,LT,LTQ,Vi,Sci,Pic,X,LT-all,DBN,S-left,S-right,column,row,relative W weight,Δ(L) [mm],Δ(BT) [mm],Δ(BB) [mm],Δ(BH) [mm],Δ(ST) [mm],Δ(SB) [mm],Δ(SH) [mm]
4547,148,9,7,50,6/15/2021,,38,SG47,50-A,1.80,2/4/2021,Pranav,Jerome,HCS,HCS-84,9,1135,5115,3980,VM,5/26/2021,JL,10,110,25,d40g,2.5,5/26/2021,SA,12,6/7/2021,AW/LR,5.1170,2.0950,2.0540,2.2180,1.8450,1.8090,1.9930,345.6,AW,3230,AW,9.35,20210607,2645,W,1.7241,99.14,0.0756,0.4915,4.2344,4.8,0.139,99.5502,98.051,99.1004,99.8501,N,N,,,Zander,20210607.1,296.433,163.303,1.815,Zander,20210608,20210608,Zander,,Mason,Mina,Mina,38D9,6/7/2021,0,6/8/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4547,3,8,D,9,1.068,-0.0254,0.254,-0.0508,-0.1778,0.1016,-0.1524,0.1016
4548,149,9,7,57,8/4/2021,,,SG47,50-A,1.80,2/4/2021,Dhriti,Caroline,HCS,HCS-99,7,1150,4890,3740,SA,7/22/2021,CC,11,110,25,d40g,2,7/22/2021,SA,6,7/28/2021,AW/LR,5.1150,2.0670,2.0520,2.2300,1.8300,1.8120,1.9900,344.4,AW,3200,AW,9.29,20210728,2655,W,1.8365,99.51,0.0000,98.8324,1.1299,100.0,0.084,100,99.2504,99.2504,99.5502,N,N,,,Nicholas,20210729,162.387,91.49,1.775,Nicholas,20210729,20210729,Mason,,Mason,Mason,Adin,,7/29/2021,1,7/29/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4548,,,,,1.004,-0.0762,-0.4572,-0.1016,0.127,-0.2794,-0.0762,0.0254
4549,150,9,7,69,10/27/2021,,,SG47,50-A,1.00,2/4/2021,Alexis/Erin,Will,HCS,HCS-134,9,1145,4905,3760,SA,10/13/2021,SA,12,110,25,d40g,1.5,10/13/2021,ET,6,10/19/2021,LR,5.1180,2.0830,2.0580,2.2150,1.8390,1.8130,1.9930,345.0,LR,3124,LR,9.06,20211019,2657,W,0.4498,99.59,0.1129,0.3764,2.6346,3.1,0.107,101.349,98.051,99.4003,99.5502,N,N,,,LucasT,20211020,102.141,69.5602,1.468,Vrishin,20211020.1,20211020,LucasT,,Erin,EricH,EricH,,10/20/2021,1,10/20/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4549,,,,,1.009,0,-0.0508,0.0508,-0.254,-0.0508,-0.0508,0.1016
4550,151,9,7,51,6/22/2021,,42,SG47,50-A,0.85,2/4/2021,Sparsh,Caroline,HCS,HCS-93,9,1135,4900,3765,VM,6/15/2021,ET,11,110,25,d40g,1.5,6/15/2021,ET,3,6/18/2021,AW/LR,5.1190,2.0930,2.0550,2.2270,1.8390,1.8050,1.9910,345.9,AW,3170,AW,9.16,20210618,2657,W,0.8621,99.59,0.0753,1.5055,5.9466,7.5,0.157,101.499,98.5007,98.9505,99.4003,N,N,,,Mason,20210618.1,250.155,138.273,1.809,Erin,20210618.2,20210618,Erin,,Adin,Zander,Zander,42D9,6/18/2021,0,6/18/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4550,4,2,D,9,1.011,0.0254,0.2032,-0.0254,0.0508,-0.0508,-0.254,0.0508
4551,152,9,7,55,7/21/2021,,43,SG47,50-A,1.00,2/4/2021,Alexis,Nicholas,HCS,HCS-96,9,1135,4995,3860,CC,7/2/2021,JL,11,110,25,d40g,2,7/2/2021,ET,7,7/9/2021,AW/LR,5.1170,2.0830,2.0530,2.2150,1.8230,1.8030,1.9920,343.5,AW,3218,AW,9.37,20210709,2656,W,2.3988,99.55,0.1130,1.1672,3.6521,4.9,0.141,99.5502,99.7001,99.4003,99.5502,N,N,,,Erin,20210714.2,109.377,79.1772,1.381,Erin,20210716,20210713,Erin,,Erin,Mina,Mina,43C9,7/14/2021,5,7/16/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4551,4,3,C,9,1.036,-0.0254,-0.0508,-0.0762,-0.254,-0.4572,-0.3048,0.0762
4552,153,9,7,53,7/7/2021,,41,SG47,32-B,1.40,2/5/2021,Alina,Caroline,HCS,HCS-93,8,1170,4860,3690,VM,6/17/2021,GP,11,110,25,d40g,2,6/17/2021,SA,8,6/25/2021,AW/LR,5.1190,2.0940,2.0490,2.2260,1.8500,1.7890,1.9920,345.5,AW,3234,AW,9.36,20210625,2658,W,0.2249,99.63,0.0376,0.5267,4.8909,5.5,0.138,100.45,98.6507,99.5502,99.8501,N,N,,,Zander,20210628.1,166.581,111.111,1.499,Zander,20210628,20210628,Zander,,Adin,Erin,Erin,41A9,6/28/2021,3,6/28/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,4552,4,1,A,9,0.991,0.0254,0.2286,-0.1778,0.0254,0.2286,-0.6604,0.0762
4553,154,9,7,53,7/7/2021,,41,SG47,50-A,0.75,2/5/2021,Alexis,Zander,HCS,HCS-93,9,1150,4930,3780,VM,6/16/2021,GP,11,110,25,d40g,2,6/16/2021,SA,9,6/25/2021,AW/LR,5.1200,2.0670,2.0330,2.2240,1.8330,1.8060,1.9920,343.4,AW,3248,AW,9.46,20210625,2649,W,0.5623,99.29,0.0378,0.4153,2.6048,3.1,0.112,99.8501,98.8006,99.5502,98.9505,N,N,,,Zander,20210628.1,127.075,111.111,1.144,Zander,20210628,20210628,Zander,,Adin,Erin,Erin,41B9,6/28/2021,3,6/28/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,4553,4,1,B,9,1.015,0.0508,-0.4572,-0.5842,-0.0254,-0.2032,-0.2286,0.0762
4554,155,9,7,41,4/13/2021,,30,SG47,50-A,2.00,2/5/2021,Matthew,Will,HCS,HCS-73,6,1170,4860,3690,JT,3/29/2021,SA,10,110,25,d40g,2.5,3/29/2021,ET,10,4/8/2021,AW,5.1200,2.0870,2.0290,2.2290,1.8320,1.8010,1.9860,343.8,AW,3190,AW,9.28,20210408,2653,W,0.8621,99.44,0.0000,2.0354,7.2748,9.3,0.163,99.2504,99.8501,99.4003,99.2504,N,N,,,Erin,20210409.1,242.774,149.487,1.624,Erin,20210409,20210409,Jerome,,Adin,Adin,Adin,30D9,4/9/2021,1,4/9/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,4554,3,0,D,9,0.991,0.0508,0.0508,-0.6858,0.1016,-0.2286,-0.3556,-0.0762
4555,156,9,7,68,10/19/2021,,,SG47,50-A,2.00,2/5/2021,Dhriti,Jerome,HCS,HCS-133,8,1180,4855,3675,SA,10/8/2021,SA,12,110,25,d40g,1.5,10/8/2021,ET,5,10/13/2021,AW/LR,5.1190,2.0810,2.0480,2.2180,1.8310,1.8090,1.9810,343.3,AW,3084,AW,8.98,20211013,2659,W,0.1874,99.66,0.0752,0.3385,2.4821,2.9,0.116,101.499,98.051,99.7001,99.4003,N,N,,,Mina,20211013.2,148.958,96.2652,1.547,Vrishin,20211013.1,20211013,Mina,,Mina,Mina,Mina,,10/13/2021,0,10/13/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4555,,,,,0.987,0.0254,-0.1016,-0.2032,-0.1778,-0.254,-0.1524,-0.2032
4556,157,9,7,76,1/5/2022,,,SG47,50-A,0.50,2/5/2021,Will,Nicholas,HCS,HCS-145,9,1140,4950,3810,SA,12/15/2021,ET,15,110,25,d40g,1.5,12/15/2021,ET,3,12/18/2021,AW/LR,5.1170,2.0840,2.0510,2.2280,1.8320,1.8000,1.9970,345.2,AW,3140,AW,9.10,20211218,2658,W,1.9116,99.63,0.0376,0.4515,3.6494,4.1,0.144,100.6,100,99.4003,98.5007,N,N,,,Erin,20211218,212.094,110.208,1.925,Mason,20211220,20211218,Nicholas,,Mason,Erin,Erin,,12/18/2021,0,12/20/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4556,,,,,1.023,-0.0254,-0.0254,-0.127,0.0762,-0.2286,-0.381,0.2032
4557,158,9,7,57,8/4/2021,,47,SG47,50-A,0.50,2/5/2021,Will / Nicholas,Zander,HCS,HCS-99,9,1145,4890,3745,SA,7/23/2021,CC,11,110,25,d40g,1.5,7/23/2021,ET,5,7/28/21,AW/LR,5.1150,2.0830,2.0570,2.2230,1.8220,1.8000,1.9890,343.9,AW,3218,AW,9.36,20210728,2650,N,0.2623,99.33,0.0377,1.7359,5.0566,6.8,0.135,99.2504,99.4003,99.4003,99.2504,N,N,,,LucasT,20210729.3,127.255,80.8372,1.574,LucasT,20210729.2,20210729,Mason,,Mason,Adin,Adin,47B9,7/29/2021,1,7/29/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4557,4,7,B,9,1.005,-0.0762,-0.0508,0.0254,-0.0508,-0.4826,-0.381,0
4558,159,9,7,48,6/1/2021,,37,SG47,50-A,0.40,2/5/2021,Will,Zander,HCS,HCS-81,7,1150,4930,3780,VM,5/12/2021,JL,10,110,25,d40g,8,5/12/2021,ET,8,5/20/2021,AW/LR,5.1140,2.0690,2.0420,2.2250,1.8340,1.8110,1.9900,343.7,AW,3070,AW,8.93,20210520,2661,W,1.8366,99.74,0.0752,0.8643,3.8332,4.8,0.157,100.3,99.5502,99.5502,99.5502,N,N,,,Zander,20210524.2,326.741,230.055,1.420,Zander,20210521.1,20210524,Zander,,Adin,Adin,Adin,37A9,5/24/2021,4,5/21/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4558,3,7,A,9,1.015,-0.1016,-0.4064,-0.3556,0,-0.1778,-0.1016,0.0254
4559,160,9,7,70,11/2/2021,,,SG47,50-A,0.42,2/5/2021,Erin,Zander,HCS,HCS-136,7,1160,5045,3885,SA,10/25/2021,ET,12,110,25,d40g,3,10/25/2021,ET,3,10/28/2021,AW/LR,5.1160,2.0640,2.0440,2.2190,1.8210,1.8000,1.9880,342.0,AW,3130,AW,9.15,20211028,2651,W,0.3373,99.36,0.0000,0.3772,3.3950,3.8,0.131,100,99.1004,98.9505,99.4003,N,N,,,Nicholas,20211028.2,187.782,95.345,1.970,Nicholas,20211028.1,20211028.2,Nicholas,,Erin,Erin,Erin,,10/28/2021,0,10/28/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,4559,,,,,1.043,-0.0508,-0.5334,-0.3048,-0.1524,-0.508,-0.381,-0.0254
4560,161,9,7,64,9/22/2021,,,SG47,32-B,1.45,2/5/2021,Suhani,Zander,HCS,HCS-127,9,1145,4830,3685,SA,9/9/2021,ET,12,110,25,d40g,2.5,9/9/2021,ET,6,9/15/2021,AW/LR,5.1150,2.0710,2.0450,2.2180,1.8450,1.8220,1.9950,344.7,AW,3088,AW,8.96,20210915,2627,W,1.6117,98.46,0.2665,1.8653,3.9970,6.1,0.160,98.2009,97.1514,98.9505,99.5502,N,N,,,LucasT,20210916.3,157.54,84.5802,1.863,Vrishin,20210915.3,20210916,LucasT,,Erin,Erin,Erin,,9/16/2021,1,9/15/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4560,,,,,0.989,-0.0762,-0.3556,-0.2794,-0.1778,0.1016,0.1778,0.1524
4561,162,9,7,59,8/19/2021,,,SG47,50-A,1.00,2/5/2021,Alexis,Mina,HCS,HCS-101,8,1165,4970,3805,SA,8/3/2021,JL,11,110,25,d40g,2,8/3/2021,SA,6,8/9/2021,AW/LR,5.1160,2.0660,2.0470,2.2210,1.8300,1.8100,1.9890,343.3,AW,3194,AW,9.30,20210809,2650,W,0.6371,99.33,0.0377,1.1698,4.4528,5.7,0.152,99.8501,99.1004,99.4003,98.9505,N,N,,,Mason,20210809.2,117.463,92.9785,1.263,Mina,20210810,20210809,Mason,,Mason,Erin,Erin,,8/9/2021,0,8/10/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4561,,,,,1.021,-0.0508,-0.4826,-0.2286,-0.1016,-0.2794,-0.127,0
4562,106,10,7,45,5/10/2021,,33,SG47,50-C,1.02,2/8/2021,Nicholas,Zander,HCS,HCS-77,9,1130,4890,3760,JT,4/21/2021,JL,10,110,25,d40g,3,4/21/2021,ET,6,4/27/2021,AW/LR,5.0870,2.0710,2.0350,2.2210,1.8520,1.8080,1.9880,341.7,AW,3090,AW,9.04,20210427,2662,W,1.0120,99.78,0.1878,1.0143,4.5830,5.8,0.146,100.3,99.7001,99.5502,99.5502,N,N,,,Jerome,20210430.1,291.552,169.54,1.720,Erin,20210430,20210428,Mina,,Mason,Mason,Mason,33A10,4/30/2021,3,4/30/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4562,3,3,A,10,1.014,-0.1778,-0.3556,-0.4064,0.127,0.1524,-0.1778,-0.0254
4563,107,10,7,70,11/2/2021,,,SG47,50-C,1.25,2/8/2021,Matthew,Erin,HCS,HCS-136,8,1140,4870,3730,WW,10/26/2021,SA,12,110,25,d40g,2,10/26/2021,SA,3,10/29/2021,AW/LR,5.0960,2.0810,2.0530,2.2120,1.8420,1.8150,1.9870,342.7,AW,3108,AW,9.07,20211029,2627,W,2.1365,98.46,0.0761,0.5710,4.3396,5.0,0.148,98.2009,95.952,100,99.7001,N,N,,,Mina,20211029.2,143.009,82.5744,1.732,LucasT,20211101,20211029,Mina,,Mina,Mina,Mina,,10/29/2021,0,11/1/2021,5b,5a,5a,5a,5b,5a,5a,1,1,5b,4563,,,,,1.006,0.0508,-0.1016,0.0508,-0.1016,-0.1016,0,-0.0508
4564,108,10,7,49,6/8/2021,,39,SG47,50-C,1.30,2/9/2021,Alina,Will,HCS,HCS-81,8,1130,4705,3575,VM,5/10/2021,SA,10,110,25,d40g,2.5,5/10/2021,ET,10,5/20/2021,AW/LR,5.0810,2.0800,2.0440,2.2110,1.8350,1.8120,1.9900,340.9,AW,3058,AW,8.97,20210520,2650,W,1.1994,99.33,0.3019,2.6415,9.0943,12.0,0.196,100.3,99.4003,98.9505,98.6507,N,N,,,Zander,20210524.1,312.757,254.6,1.228,Zander,20210521,20210524,Zander,,Adin,Adin,Adin,39C10,5/24/2021,4,5/21/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4564,3,9,C,10,0.964,-0.3302,-0.127,-0.1778,-0.127,-0.2794,-0.0762,0.0254
4565,109,10,7,69,10/27/2021,,,SG47,50-C,1.25,2/9/2021,Alina,Will,HCS,HCS-134,9,1140,4920,3780,WW,10/13/2021,SA,12,110,25,d40g,2,10/13/2021,ET,6,10/19/2021,LR,5.0950,2.0920,2.0540,2.1990,1.8340,1.8060,1.9890,341.5,LR,3102,LR,9.08,20211019,2647,W,0.3748,99.21,0.0000,0.4911,2.5690,3.1,0.112,99.7001,99.8501,97.6012,99.7001,N,N,,,LucasT,20211020,123.609,69.5602,1.777,Vrishin,20211020.1,20211020,LucasT,,Erin,EricH,EricH,,10/20/2021,1,10/20/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4565,,,,,1.02,0.0254,0.1778,0.0762,-0.4318,-0.3048,-0.2286,0
4566,110,10,7,45,5/10/2021,previously mistaken for DBN 4560; LT stencils are 4560,35,SG47,50-C,0.60,2/9/2021,Will,Erin,HCS,HCS-78,7,1145,4815,3670,ET,4/22/2021,ET,10,110,25,d40g,2,4/22/2021,ET,12,5/4/2021,AW/LR,5.0910,2.0630,2.0410,2.2240,1.8370,1.8160,1.9930,342.3,AW,3084,AW,9.01,20210504,2654,W,1.8366,99.48,0.3014,2.4491,5.9910,8.7,0.180,100.75,98.3508,99.5502,99.2504,N,N,,,Erin,20210505,334.531,188.268,1.777,Mina,20210505,20210505,Erin,,Mason,Mason,Mason,35D10,5/5/2021,1,5/5/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,4566,3,5,D,10,0.99,-0.0762,-0.5588,-0.254,0.2032,-0.2286,0.0254,0.1016
4567,111,10,7,70,11/2/2021,,,SG47,50-C,0.50,2/9/2021,Will,Erin,HCS,HCS-135,9,1140,4895,3755,SA,10/20/2021,SA,12,110,25,d40g,2,10/20/2021,ET,5,10/25/2021,AW/LR,5.0950,2.0900,2.0540,2.2180,1.8370,1.8090,1.9870,343.1,AW,3114,AW,9.08,20211025,2652,W,0.4873,99.40,0.0754,0.7541,3.1674,4.0,0.132,99.8501,98.8006,99.4003,99.5502,N,N,,,LucasT,20211026.1,160.723,102.255,1.572,Erin,20211026.1,20211026,LucasT,,Mina,Mason,Mason,,10/26/2021,1,10/26/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4567,,,,,1.013,0.0254,0.127,0.0762,0.0508,-0.2286,-0.1524,-0.0508
4568,112,10,7,70,11/2/2021,,,SG47,50-C,1.50,2/9/2021,Alina,Zander,HCS,HCS-135,6,1155,4950,3795,WW,10/20/2021,SA,12,110,25,d40g,1.5,10/20/2021,ET,5,10/25/2021,AW/LR,5.0930,2.0850,2.0510,2.2110,1.8450,1.8120,1.9900,342.7,AW,3120,AW,9.10,20211025,2653,W,0.2999,99.44,0.0377,0.7162,2.4878,3.2,0.118,99.2504,99.5502,99.5502,99.4003,N,N,,,LucasT,20211026.1,164.385,102.255,1.608,Erin,20211026.1,20211026,LucasT,,Mina,Mason,Mason,,10/26/2021,1,10/26/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4568,,,,,1.024,-0.0254,0,0,-0.127,-0.0254,-0.0762,0.0254
4569,113,10,7,54,7/13/2021,,40,SG47,50-C,0.45,2/9/2021,Will,Erin,HCS,HCS-94,6,1160,4850,3690,VM,6/22/2021,GP,11,110,25,d40g,2.5,6/22/2021,LR,9,7/1/2021,AW/LR,5.0840,2.0860,2.0500,2.2140,1.8320,1.8080,1.9920,341.8,AW,3188,AW,9.33,20210701,2644,W,1.7616,99.10,0.0000,0.8321,5.6732,6.5,0.149,98.6507,99.5502,99.5502,98.6507,N,N,,,Mina,20210707,175.651,130.173,1.349,Erin,20210702.2,20210706,Mina,,Erin,Erin,Erin,40B10,7/7/2021,6,7/2/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4569,4,0,B,10,0.995,-0.254,0.0254,-0.0254,-0.0508,-0.3556,-0.1778,0.0762
4570,114,10,7,49,6/8/2021,,42,SG47,50-C,1.50,2/9/2021, Suhani,Erin,HCS,HCS-83,7,1155,4790,3635,VM,5/24/2021,VM,10,110,25,d40g,1.5,5/24/2021,SA,4,5/28/2021,AW/LR,5.0880,2.0760,2.0430,2.2060,1.8370,1.8050,1.9880,340.4,AW,3020,AW,8.87,20210528,2641,W,1.3493,98.99,0.0757,1.1359,5.8690,7.1,0.147,93.5532,103.598,93.5532,105.247,N,N,,,Mina,20210604.1,220.089,140.458,1.567,Zander,20210604.1,20210604,Erin,,Adin,Mason,Mason,42B10,6/4/2021,7,6/4/2021,5c,5a,5a,5a,5c,5a,5a,1,1,5c,4570,4,2,B,10,0.981,-0.1524,-0.2286,-0.2032,-0.254,-0.2286,-0.254,-0.0254
4571,115,10,7,48,6/1/2021,,37,SG47,50-C,0.60,2/9/2021,Will,Erin,HCS,HCS-82,8,1125,4970,3845,VM,5/14/2021,VM,10,110,25,d40g,2.5,5/14/2021,ET,6,5/20/2021,AW/LR,5.0900,2.0910,2.0510,2.2030,1.8380,1.8000,1.9840,340.8,AW,3086,AW,9.05,20210520,2657,W,1.0495,99.59,0.0753,1.7313,6.8498,8.7,0.164,99.4003,99.5502,99.7001,99.7001,N,N,,,Zander,20210524.1,331.351,254.6,1.301,Zander,20210521,20210524,Zander,,Adin,Adin,Adin,37A10,5/24/2021,4,5/21/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4571,3,7,A,10,1.037,-0.1016,0.1524,0,-0.3302,-0.2032,-0.381,-0.127
4572,116,10,7,53,7/7/2021,,41,SG47,50-C,1.25,2/9/2021,Matthew,Erin,HCS,HCS-91,8,1130,4930,3800,VM,6/8/2021,JL,11,110,25,d40g,3,6/8/2021,SA,17,6/25/2021,AW/LR,5.0960,2.0980,2.0450,2.2100,1.8420,1.8000,1.9920,342.7,AW,3158,AW,9.22,20210625,2661,W,0.2623,99.74,0.0376,0.2255,2.8937,3.2,0.114,99.8501,99.8501,98.8006,100.45,N,N,,,Zander,20210628.1,173.062,111.111,1.558,Zander,20210628,20210628,Zander,,Adin,Erin,Erin,41D10,6/28/2021,3,6/28/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4572,4,1,D,10,1.025,0.0508,0.3302,-0.1524,-0.1524,-0.1016,-0.381,0.0762
4573,117,10,7,51,6/22/2021,,42,SG47,50-B,1.25,2/9/2021,Suhani,Zander,HCS,HCS-91,9,1130,4975,3845,VM,6/9/2021,JL,11,110,25,d40g,1.5,6/9/2021,ET,9,6/18/2021,AW/LR,5.0940,2.0790,2.0360,2.2120,1.8480,1.8070,1.9890,341.7,AW,3160,AW,9.25,20210618,2660,W,0.5622,99.70,0.0000,0.2632,4.2857,4.5,0.135,99.8501,99.5502,99.5502,99.8501,N,N,,,Mason,20210618.1,242.576,138.273,1.754,Erin,20210618.2,20210618,Erin,,Adin,Zander,Zander,42C10,6/18/2021,0,6/18/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4573,4,2,C,10,1.037,0,-0.1524,-0.381,-0.1016,0.0508,-0.2032,0
4574,118,10,7,57,8/4/2021,,47,SG47,50-B,2.00,2/9/2021,Ritvik,Raihana,HCS,HCS-99,9,1135,4835,3700,SA,7/23/2021,CC,11,110,25,d40g,2,7/23/2021,ET,6,7/29/2021,AW/LR,5.0940,2.0810,2.0540,2.2060,1.8320,1.8050,1.9900,341.5,AW,3174,AW,9.30,20210729,2652,W,0.1874,99.40,0.0000,1.1689,5.0905,6.3,0.142,99.8501,99.5502,99.1004,99.1004,N,N,,,Mason,20210730.1,136.603,79.4331,1.720,Mina,20210802.1,20210730,Mason,,Mason,Mina,Mina,47C10,7/30/2021,1,8/2/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4574,4,7,C,10,0.998,0,-0.1016,0.0762,-0.254,-0.3556,-0.254,0.0254
4575,119,10,7,59,8/19/2021,,,SG47,50-C,2.00,2/9/2021,Matthew,Jerome,HCS,HCS-101,8,1135,4855,3720,SA,8/3/2021,JL,11,110,25,d40g,2,8/3/2021,SA,6,8/9/2021,AW/LR,5.0920,2.0600,2.0350,2.2100,1.8250,1.8090,1.9920,339.9,AW,3162,AW,9.30,20210809,2651,W,0.2249,99.36,0.0377,0.9808,4.7529,5.8,0.139,99.5502,99.8501,99.2504,98.8006,N,N,,,Mason,20210809.2,134.092,92.9785,1.442,Mina,20210810,20210809,Mason,,Mason,Erin,Erin,,8/9/2021,0,8/10/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,4575,,,,,1.004,-0.0508,-0.635,-0.4064,-0.1524,-0.5334,-0.1524,0.0762
4576,120,10,7,50,6/15/2021,,38,SG47,50-C,1.40,2/10/2021,Alina,Zander,HCS,HCS-83,8,1140,4850,3710,VM,5/21/2021,JL,10,110,25,d40g,2,5/21/2021,ET,7,5/28/2021,AW/LR,5.0890,2.0600,2.0300,2.2160,1.8340,1.8150,1.9900,340.4,AW,3044,AW,8.94,20210528,2628,W,1.6491,98.50,0.1903,3.1202,9.2846,12.6,0.200,99.4003,97.6012,98.3508,98.6507,N,N,,,Zander,20210602,409.296,224.559,1.823,Erin,20210528,20210602,Zander,,Adin,Adin,Adin,38B10,6/2/2021,5,5/28/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,4576,3,8,B,10,1.001,-0.127,-0.635,-0.5334,0,-0.3048,0,0.0254
4577,121,10,7,70,11/2/2021,,,SG47,50-B,0.50,2/10/2021,Erin,Zander,HCS,HCS-136,7,1160,5045,3885,WW,10/21/2021,ET,12,110,25,d40g,2,10/21/2021,SA,7,10/28/2021,AW/LR,5.0950,2.0500,2.0400,2.2170,1.8470,1.8020,1.9890,340.8,AW,3090,AW,9.07,20211028,2651,W,2.0989,99.36,0.1132,1.2071,1.8106,3.1,0.131,100,98.8006,99.1004,99.5502,N,N,,,Erin,20211028.4,162.272,85.7747,1.892,Erin,20211028,20211028,Erin,,Erin,EricH,EricH,,10/28/2021,0,10/28/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,4577,,,,,1.048,0.0254,-0.889,-0.2794,0.0254,0.0254,-0.3302,0
4578,122,10,7,57,8/4/2021,,45,SG47,50-B,0.50,2/10/2021,Erin,Zander,HCS,HCS-98,8,1135,4665,3530,SA,7/20/2021,CC,11,110,25,d40g,5.5,7/20/2021,SA,6,7/26/2021,AW/LR,5.0910,2.0610,2.0400,2.2090,1.8270,1.8080,1.9920,340.0,AW,3022,AW,8.89,20210726,2652,W,0.8996,99.40,0.0377,0.4148,2.3002,2.8,0.122,99.4003,99.7001,98.9505,99.5502,N,N,,,Mina,20210727.1,89.0308,64.4312,1.382,EricH,20210727,20210728,EricH,,Mason,Mason,Mason,45D10,7/27/2021,1,7/27/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,4578,4,5,D,10,0.952,-0.0762,-0.6096,-0.2794,-0.1778,-0.4826,-0.1778,0.0762
4579,123,10,7,70,11/2/2021,,,SG47,50-B,0.50,2/10/2021,Erin,Zander,HCS,HCS-136,7,1160,4910,3750,SA,10/26/2021,SA,12,110,25,d40g,4,10/26/2021,SA,3,10/29/2021,AW/LR,5.0890,2.0470,2.0450,2.2060,1.8380,1.8080,1.9860,339.2,AW,3064,AW,9.03,20211029,2647,W,2.7736,99.21,0.1511,1.3978,3.1356,4.7,0.146,99.5502,99.2504,97.7511,100.3,N,N,,,Mina,20211029.1,118.18,82.5744,1.431,LucasT,20211101,20211029,Mina,,Mina,Mina,Mina,,10/29/2021,0,11/1/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,4579,,,,,1.012,-0.127,-0.9652,-0.1524,-0.254,-0.2032,-0.1778,-0.0762
4580,124,10,7,68,10/19/2021,,,SG47,50-B,0.50,2/10/2021,Erin,Raihana,HCS,HCS-134,8,1140,4870,3730,SA,10/12/2021,ET,12,110,25,d40g,3.5,10/12/2021,SA,3,10/15/2021,AW/LR,5.0910,2.0740,2.0400,2.2080,1.8350,1.8050,1.9910,340.7,AW,3096,AW,9.09,20211015,2657,W,1.1244,99.59,0.0376,1.1291,3.7636,4.9,0.136,99.7001,98.9505,100,99.7001,N,N,,,LucasT,20211018.3,190.191,111.15,1.711,Mina,20211018,20211018,LucasT,,Caroline,Caroline,Caroline,,10/18/2021,3,10/18/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4580,,,,,1.006,-0.0762,-0.2794,-0.2794,-0.2032,-0.2794,-0.254,0.0508
