channel_num, sp_gap, chisqr/ndf, gauss1 mean, gauss1 ampl, gauss1 sigma, gauss2 ampl, gauss2 sigma, gauss3 ampl, gauss3 sigma, gauss4 ampl, gauss4 sigma, gauss5 ampl, gauss5 sigma, landau ampl, landau mpv, landau sigma
189, 25.683381, 23.567022, 30.764877, 11723.065665, 6.158848, 3790.409518, 6.919550, 277.187815, 8.304174, 277.187815, 8.304174, 0.000000, 0.000000, 97647.298211, 8.057414, 2.898222
190, 26.111796, 24.524501, 30.854131, 11613.559137, 6.029716, 3712.829458, 6.969285, 277.247609, 8.182172, 277.247609, 8.182172, 0.000000, 0.000000, 99919.087137, 8.033552, 2.894116
191, 26.078999, 23.370344, 31.088653, 11675.610014, 5.944123, 3602.726800, 6.958795, 258.388079, 8.238963, 258.388079, 8.238963, 0.000000, 0.000000, 100086.383934, 8.173818, 2.935906
192, 26.276457, 22.279487, 31.071550, 11833.098198, 7.151831, 4590.976116, 7.497408, 442.523403, 8.980745, 442.523403, 8.980745, 0.000000, 0.000000, 70834.600238, 8.409461, 3.072964
193, 25.863472, 24.793115, 30.205281, 11726.758951, 7.281367, 4630.407684, 7.260080, 416.334173, 8.937730, 416.334173, 8.937730, 0.000000, 0.000000, 73699.804013, 8.058334, 2.974661
194, 26.196067, 23.019469, 30.552446, 12001.062854, 6.803360, 4323.616069, 7.399429, 379.383751, 8.585135, 379.383751, 8.585135, 0.000000, 0.000000, 79053.310013, 8.217403, 2.995842
195, 26.087317, 24.828500, 31.190418, 12238.620208, 7.123030, 5000.815690, 7.326813, 469.967014, 8.906540, 469.967014, 8.906540, 0.000000, 0.000000, 67758.106134, 8.259884, 3.001683
196, 25.930242, 19.784557, 31.381136, 12019.937546, 6.581008, 4198.457561, 7.152324, 350.399116, 8.682998, 350.399116, 8.682998, 0.000000, 0.000000, 82577.647009, 8.297069, 3.015878
197, 26.045940, 21.199587, 30.558443, 11681.930299, 6.497730, 4007.557174, 7.168559, 301.427791, 8.500824, 301.427791, 8.500824, 0.000000, 0.000000, 91434.463895, 7.925000, 2.883030
198, 26.164477, 21.219648, 31.383565, 12210.932849, 6.644434, 4419.487525, 7.273077, 370.550312, 8.643309, 370.550312, 8.643309, 0.000000, 0.000000, 79889.119270, 8.132188, 2.949277
199, 26.047850, 21.563388, 31.383861, 12247.242247, 6.839006, 4630.749289, 7.301934, 428.414534, 8.756681, 428.414534, 8.756681, 0.000000, 0.000000, 72169.687167, 8.431736, 3.061847
200, 25.769694, 21.151739, 31.324216, 11872.313806, 7.178378, 4817.213816, 7.133561, 440.803212, 9.056178, 440.803212, 9.056178, 0.000000, 0.000000, 69834.779530, 8.365210, 3.064606
201, 25.205688, 27.883224, 30.771330, 11824.736504, 7.495345, 4893.119521, 7.058216, 462.972009, 9.032078, 462.972009, 9.032078, 0.000000, 0.000000, 66462.430236, 8.164538, 3.027873
202, 26.620160, 16.920338, 31.419882, 11666.636357, 6.853265, 4333.770200, 7.630067, 381.069956, 8.999515, 381.069956, 8.999515, 0.000000, 0.000000, 76214.554505, 8.503698, 3.110276
203, 26.711166, 19.024578, 31.718574, 11938.298676, 7.301691, 4939.419806, 7.828553, 473.030006, 9.251313, 473.030006, 9.251313, 0.000000, 0.000000, 62993.104731, 8.448630, 3.095482
204, 25.705170, 22.979956, 30.706440, 11868.608983, 7.249437, 4738.582588, 7.142952, 412.809985, 8.989221, 412.809985, 8.989221, 0.000000, 0.000000, 70399.214436, 8.360470, 3.067263
205, 25.173833, 28.400386, 30.489431, 11832.432960, 7.142764, 4642.894197, 7.013649, 439.670602, 8.802909, 439.670602, 8.802909, 0.000000, 0.000000, 72357.655526, 8.304590, 3.060300
206, 25.413192, 23.754405, 30.304648, 11850.896354, 6.608851, 4105.641194, 6.887699, 308.872933, 8.487868, 308.872933, 8.487868, 0.000000, 0.000000, 85841.365926, 8.221462, 3.008674
207, 26.338560, 23.015056, 31.818741, 11812.868385, 7.762319, 5430.480024, 7.720111, 581.540218, 9.495794, 581.540218, 9.495794, 0.000000, 0.000000, 51523.941095, 8.889339, 3.244195
208, 26.052609, 20.934461, 31.691743, 12256.700345, 6.813447, 4676.328102, 7.259596, 414.685142, 8.865698, 414.685142, 8.865698, 0.000000, 0.000000, 72883.438521, 8.445877, 3.063489
209, 26.108369, 17.727674, 32.205194, 11897.520123, 6.664048, 4304.771826, 7.277217, 351.038393, 9.071111, 351.038393, 9.071111, 0.000000, 0.000000, 76746.616513, 8.627879, 3.163805
210, 26.620760, 17.748645, 31.733674, 11953.454332, 6.459747, 4037.832838, 7.345169, 304.828122, 8.780605, 304.828122, 8.780605, 0.000000, 0.000000, 84425.491415, 8.466646, 3.050113
211, 26.260362, 22.159679, 31.408456, 12125.474427, 7.013308, 4772.304702, 7.467930, 436.054434, 8.863763, 436.054434, 8.863763, 0.000000, 0.000000, 69664.009237, 8.335744, 3.031122
212, 26.383864, 21.576635, 31.603889, 12011.920549, 7.167255, 4993.471900, 7.521215, 468.881596, 9.095031, 468.881596, 9.095031, 0.000000, 0.000000, 66548.902113, 8.336894, 3.030363
213, 25.678075, 24.698220, 30.784523, 11974.064167, 6.616511, 4335.623482, 7.015600, 372.316934, 8.483085, 372.316934, 8.483085, 0.000000, 0.000000, 83118.181528, 8.095743, 2.951418
214, 26.293137, 21.725824, 30.947619, 11958.222537, 6.958375, 4631.294480, 7.417780, 425.994259, 8.790202, 425.994259, 8.790202, 6792.000000, 0.000000, 73345.282055, 8.179695, 3.011045
215, 25.947356, 23.801314, 31.389880, 11736.740830, 6.353510, 3925.845461, 7.069755, 333.291142, 8.545782, 333.291142, 8.545782, 0.000000, 0.000000, 89754.079280, 8.226208, 2.994145
216, 26.352551, 22.150398, 30.975054, 12080.954108, 6.435281, 4183.425598, 7.211021, 342.031591, 8.463227, 342.031591, 8.463227, 0.000000, 0.000000, 87557.242404, 7.974326, 2.879599
217, 25.546842, 28.489633, 31.007128, 12266.058740, 6.933790, 4939.772161, 7.076662, 480.102065, 8.607026, 480.102065, 8.607026, 0.000000, 0.000000, 70708.394753, 8.234811, 2.995471
218, 26.207637, 22.560807, 30.469264, 11853.380397, 7.019583, 4611.285890, 7.376874, 408.021766, 8.791288, 408.021766, 8.791288, 0.000000, 0.000000, 74992.297681, 8.179738, 2.991729
219, 25.953332, 23.951993, 30.995421, 12199.399179, 6.340547, 4176.478564, 7.102351, 348.404909, 8.286967, 348.404909, 8.286967, 0.000000, 0.000000, 87499.545253, 8.055828, 2.915913
220, 26.376222, 21.137051, 31.367358, 12150.058691, 6.924330, 4702.709046, 7.462677, 445.535766, 8.798309, 445.535766, 8.798309, 0.000000, 0.000000, 69782.064624, 8.481304, 3.088240
221, 26.049287, 14.166715, 31.709058, 11537.574899, 7.004775, 4458.185338, 7.332360, 358.358591, 9.398776, 358.358591, 9.398776, 0.000000, 0.000000, 81570.977777, 7.917332, 2.881897
222, 25.735557, 24.456823, 30.374991, 11864.120453, 6.510227, 4142.167451, 6.959308, 342.002578, 8.384011, 342.002578, 8.384011, 0.000000, 0.000000, 87576.288407, 8.086183, 2.945223
223, 26.260233, 21.777621, 31.514450, 11798.875225, 6.313150, 3830.262131, 7.282168, 299.643351, 8.560117, 299.643351, 8.560117, 0.000000, 0.000000, 90967.853655, 8.222580, 2.958995
224, 26.479537, 19.792595, 31.919082, 12034.032899, 6.837658, 4548.920682, 7.454689, 422.061345, 8.990472, 422.061345, 8.990472, 0.000000, 0.000000, 71402.141802, 8.529481, 3.105028
225, 26.586699, 22.593287, 31.557632, 11816.148210, 6.362264, 4070.900148, 7.208450, 349.798525, 8.547152, 349.798525, 8.547152, 0.000000, 0.000000, 88871.913004, 8.091060, 2.913480
226, 27.292612, 28.405064, 32.280998, 10523.108928, 5.700918, 3001.717122, 7.034947, 207.357660, 8.670208, 207.357660, 8.670208, 0.000000, 0.000000, 111481.581622, 8.356779, 2.958589
227, 26.774229, 20.253756, 32.190770, 12091.440377, 6.787786, 4437.142872, 7.553654, 414.449033, 9.061722, 414.449033, 9.061722, 0.000000, 0.000000, 72615.706048, 8.478733, 3.087211
228, 25.982766, 22.000547, 31.254559, 11867.320779, 7.198103, 4820.717743, 7.330341, 465.985536, 9.035964, 465.985536, 9.035964, 0.000000, 0.000000, 69138.529894, 8.331164, 3.033602
229, 26.448702, 18.810619, 31.458603, 11771.180687, 6.425968, 4017.569305, 7.305725, 301.854525, 8.669916, 301.854525, 8.669916, 0.000000, 0.000000, 87575.897816, 8.268476, 2.988751
230, 26.349263, 18.745856, 31.464877, 12023.597234, 6.499986, 4166.252700, 7.217323, 330.090552, 8.649534, 330.090552, 8.649534, 0.000000, 0.000000, 85359.831582, 8.150373, 2.950192
231, 26.738267, 17.417886, 31.312599, 11847.048967, 6.767593, 4234.508644, 7.671500, 364.354258, 8.804763, 364.354258, 8.804763, 0.000000, 0.000000, 78337.974741, 8.318057, 3.028311
232, 26.710015, 17.907753, 31.945117, 11760.179801, 6.455079, 4007.748804, 7.370477, 328.649968, 8.895825, 328.649968, 8.895825, 0.000000, 0.000000, 86011.684959, 8.428787, 3.026602
233, 25.976808, 21.746887, 30.621037, 11865.953735, 6.709964, 4306.271548, 7.149639, 361.848657, 8.532789, 361.848657, 8.532789, 0.000000, 0.000000, 83439.668797, 8.032957, 2.921622
234, 26.824709, 18.930673, 31.605898, 11738.125967, 6.319722, 3780.504188, 7.350473, 289.664152, 8.670602, 289.664152, 8.670602, 0.000000, 0.000000, 90457.184817, 8.333565, 3.001184
235, 26.094013, 23.430096, 31.313764, 12058.159169, 7.033899, 4789.201221, 7.370793, 465.230622, 8.872641, 465.230622, 8.872641, 0.000000, 0.000000, 69190.808408, 8.382241, 3.054232
236, 26.415172, 28.278984, 30.690746, 10497.390286, 5.576345, 2873.031738, 6.799333, 182.566147, 8.124375, 182.566147, 8.124375, 0.000000, 0.000000, 125880.592248, 7.684887, 2.720240
237, 25.880572, 18.811140, 31.193597, 11083.491551, 6.234722, 3574.748020, 7.085080, 262.854759, 8.609520, 262.854759, 8.609520, 0.000000, 0.000000, 96234.316392, 8.400029, 3.045593
238, 26.879634, 18.787212, 32.195187, 11613.101985, 6.439401, 3982.896018, 7.420598, 357.524949, 8.930813, 357.524949, 8.930813, 0.000000, 0.000000, 86850.993798, 8.308278, 2.992477
239, 27.541400, 18.517839, 31.980997, 11800.370949, 6.319353, 3818.688422, 7.646172, 315.234567, 8.726079, 315.234567, 8.726079, 0.000000, 0.000000, 88520.471579, 8.300386, 2.976168
240, 26.410826, 19.672091, 31.282337, 11826.930346, 7.320780, 4817.697829, 7.582452, 425.153141, 9.218463, 425.153141, 9.218463, 0.000000, 0.000000, 65295.074798, 8.572389, 3.136561
241, 25.784736, 24.800931, 30.750074, 12001.000072, 7.106289, 4766.639747, 7.249051, 424.896527, 8.807766, 424.896527, 8.807766, 0.000000, 0.000000, 71774.004328, 8.178608, 2.998847
242, 26.446990, 19.917518, 31.044118, 12023.023037, 6.719781, 4367.182500, 7.359479, 356.823843, 8.714420, 356.823843, 8.714420, 0.000000, 0.000000, 79598.843848, 8.242237, 3.004484
243, 25.797592, 21.623744, 30.918415, 11928.481140, 6.397786, 4010.885042, 7.074741, 298.055806, 8.456023, 298.055806, 8.456023, 0.000000, 0.000000, 86425.921569, 8.426113, 3.064745
244, 26.293291, 20.077824, 30.597435, 11585.356231, 6.393876, 3902.280119, 7.316875, 281.514409, 8.425657, 281.514409, 8.425657, 0.000000, 0.000000, 92071.776834, 8.059205, 2.930145
245, 26.029841, 22.500034, 30.601343, 11559.236806, 6.481207, 4045.982876, 7.149053, 318.928378, 8.483847, 318.928378, 8.483847, 0.000000, 0.000000, 90418.010423, 8.031701, 2.914142
246, 25.701533, 22.312929, 31.265909, 11837.349208, 6.303642, 3816.944711, 7.043841, 318.423390, 8.498451, 318.423390, 8.498451, 0.000000, 0.000000, 93436.535722, 8.066412, 2.912674
247, 27.347955, 13.212463, 32.452896, 11535.741909, 6.413638, 3902.686384, 7.789145, 324.325340, 9.099486, 324.325340, 9.099486, 0.000000, 0.000000, 84712.349842, 8.662316, 3.104791
248, 26.427970, 21.726678, 31.231944, 12035.927160, 6.976527, 4713.410142, 7.475011, 436.475372, 8.830916, 436.475372, 8.830916, 0.000000, 0.000000, 71444.342702, 8.314288, 3.021108
249, 25.330407, 28.080001, 30.499558, 11806.151257, 7.400519, 5033.650519, 7.043085, 468.037116, 8.930201, 468.037116, 8.930201, 0.000000, 0.000000, 70064.763767, 7.950907, 2.901255
250, 26.014299, 19.502619, 31.086994, 11705.419699, 6.477600, 3985.862641, 7.137187, 328.979458, 8.611464, 328.979458, 8.611464, 0.000000, 0.000000, 89310.382899, 8.096918, 2.954719
251, 26.430138, 20.439383, 31.081266, 11283.361369, 6.135466, 3625.640758, 7.127572, 273.965712, 8.429239, 273.965712, 8.429239, 0.000000, 0.000000, 98801.447458, 8.176894, 2.943903
252, 26.685544, 20.339978, 31.739984, 11987.276270, 7.285815, 4988.850948, 7.729645, 489.934380, 9.262752, 489.934380, 9.262752, 0.000000, 0.000000, 62404.683376, 8.501334, 3.104974
253, 26.547316, 19.096714, 31.762500, 11738.571963, 6.992657, 4537.825459, 7.628692, 437.666404, 9.130386, 437.666404, 9.130386, 0.000000, 0.000000, 71503.360287, 8.501555, 3.111841
254, 25.937136, 20.344335, 31.181178, 12068.457629, 6.905419, 4500.392699, 7.282181, 388.485690, 8.853185, 388.485690, 8.853185, 0.000000, 0.000000, 75852.565335, 8.277336, 3.028049
255, 26.344033, 20.466786, 31.429890, 11813.791421, 6.520248, 4044.872387, 7.386307, 341.933621, 8.687812, 341.933621, 8.687812, 0.000000, 0.000000, 84660.853941, 8.322964, 3.024350
256, 26.881525, 4.107796, 31.995016, 2278.088731, 6.272582, 724.123979, 7.417800, 50.749445, 8.893010, 50.749445, 8.893010, 0.000000, 0.000000, 18007.329414, 8.584680, 3.098662
257, 25.881730, 4.156003, 31.131960, 2372.103407, 6.594207, 843.274002, 7.094481, 63.461927, 8.621761, 63.461927, 8.621761, 0.000000, 0.000000, 16818.710348, 8.133155, 2.965212
258, 27.736015, 6.066081, 32.671241, 2030.680090, 5.758008, 533.883511, 7.246652, 27.136240, 9.187667, 27.136240, 9.187667, 0.000000, 0.000000, 22613.755004, 8.364345, 2.971465
259, 26.191868, 5.096283, 30.512917, 2274.248082, 6.239346, 733.624654, 6.973155, 47.812662, 8.304167, 47.812662, 8.304167, 0.000000, 0.000000, 19205.989519, 8.092433, 2.957029
260, 27.013425, 3.654554, 32.431931, 2401.757038, 6.763823, 857.388020, 7.727748, 70.158455, 9.103358, 70.158455, 9.103358, 0.000000, 0.000000, 15012.576698, 8.425555, 3.035055
261, 26.102074, 4.363111, 30.999349, 2252.319648, 6.677557, 806.281786, 7.248317, 57.956009, 8.861992, 57.956009, 8.861992, 0.000000, 0.000000, 17004.199976, 8.223856, 3.039792
262, 26.021866, 4.747318, 31.405344, 2306.604506, 6.933999, 850.805019, 7.593463, 72.035486, 9.008023, 72.035486, 9.008023, 0.000000, 0.000000, 14942.400345, 8.422718, 3.110053
263, 26.546822, 4.388415, 30.864766, 2370.865392, 6.854003, 846.342883, 7.620975, 74.799146, 8.681675, 74.799146, 8.681675, 0.000000, 0.000000, 15536.239566, 8.199085, 2.999427
264, 25.770148, 19.326891, 30.520225, 11530.871463, 6.478334, 3853.057817, 6.919323, 262.855323, 8.584829, 262.855323, 8.584829, 0.000000, 0.000000, 93865.892221, 8.129213, 2.944037
265, 24.579507, 28.544488, 30.507769, 12047.802800, 7.098151, 4762.366724, 6.686654, 409.349095, 8.687379, 409.349095, 8.687379, 0.000000, 0.000000, 75718.940295, 8.087049, 2.965356
266, 25.698822, 29.209106, 30.651743, 11994.085452, 7.654936, 5146.221158, 7.292981, 508.336527, 9.121593, 508.336527, 9.121593, 0.000000, 0.000000, 62173.827252, 8.211470, 2.990083
267, 26.277842, 20.731842, 31.267600, 12144.102280, 6.742329, 4453.842582, 7.405256, 381.756926, 8.700285, 381.756926, 8.700285, 0.000000, 0.000000, 75921.131715, 8.335362, 3.039731
268, 26.326756, 16.459960, 32.263111, 11935.082770, 7.071732, 4761.691718, 7.649233, 451.781646, 9.303887, 451.781646, 9.303887, 0.000000, 0.000000, 64303.846787, 8.870027, 3.256488
269, 25.941130, 22.338558, 30.960669, 11859.040776, 7.267199, 4794.197998, 7.333761, 464.490030, 9.033671, 464.490030, 9.033671, 0.000000, 0.000000, 68624.763430, 8.293587, 3.049357
270, 25.745142, 23.737941, 30.872654, 11886.061240, 6.899790, 4440.035896, 7.169320, 408.815366, 8.744632, 408.815366, 8.744632, 0.000000, 0.000000, 76598.774386, 8.289080, 3.044067
271, 26.162219, 22.045308, 31.089243, 11974.228153, 7.327284, 5078.786555, 7.435862, 460.940426, 9.098268, 460.940426, 9.098268, 0.000000, 0.000000, 65869.283079, 8.262478, 3.032338
272, 27.212503, 15.819372, 32.147705, 11940.045385, 6.519921, 4148.806965, 7.567047, 323.034542, 8.953294, 323.034542, 8.953294, 0.000000, 0.000000, 81053.092337, 8.534561, 3.070160
273, 27.113101, 24.094971, 32.136690, 11318.461085, 5.843896, 3339.538534, 7.132740, 225.319080, 8.511747, 225.319080, 8.511747, 0.000000, 0.000000, 103045.184030, 8.291963, 2.962135
274, 28.996179, 48.053606, 33.832851, 9645.779721, 5.393250, 2365.734439, 7.159429, 131.018848, 9.284054, 131.018848, 9.284054, 0.000000, 0.000000, 127027.678044, 8.081691, 2.821012
275, 26.373504, 17.483150, 31.266084, 11209.473273, 6.373421, 3633.639367, 7.310225, 262.940348, 8.796167, 262.940348, 8.796167, 0.000000, 0.000000, 93519.429352, 8.270671, 3.016733
276, 28.661020, 52.908462, 33.006321, 9408.277827, 5.324668, 2405.012095, 6.864910, 143.861202, 7.602242, 143.861202, 7.602242, 0.000000, 0.000000, 133375.012372, 7.840844, 2.722623
277, 28.145236, 51.980813, 32.864885, 9415.884710, 5.297934, 2384.148567, 6.763263, 116.841993, 8.131866, 116.841993, 8.131866, 0.000000, 0.000000, 136549.923291, 7.732040, 2.683851
278, 28.739305, 61.003143, 32.935966, 8930.870735, 5.129292, 2070.841295, 6.543042, 109.444994, 6.154055, 109.444994, 6.154055, 0.000000, 0.000000, 143347.104965, 7.814923, 2.699989
279, 28.701617, 47.044168, 33.463611, 9631.786859, 5.403198, 2406.600980, 7.024522, 129.503781, 8.600198, 129.503781, 8.600198, 0.000000, 0.000000, 128426.163929, 7.993917, 2.795510
280, 27.083195, 3.922959, 31.840762, 2247.963517, 6.673616, 816.540010, 7.676191, 65.552678, 8.984363, 65.552678, 8.984363, 0.000000, 0.000000, 14484.378181, 8.376664, 3.061299
281, 26.186724, 5.767411, 31.439460, 2046.949560, 5.715791, 579.630257, 6.642612, 33.705359, 8.422300, 33.705359, 8.422300, 0.000000, 0.000000, 21676.925884, 7.986342, 2.837478
282, 26.934198, 4.058763, 32.215446, 2198.781937, 6.352874, 734.973962, 7.416487, 62.194862, 8.859681, 62.194862, 8.859681, 0.000000, 0.000000, 15965.455597, 8.473998, 3.079718
283, 25.922602, 5.118603, 30.900639, 2171.541001, 6.260927, 708.740087, 7.074893, 50.848064, 8.359051, 50.848064, 8.359051, 0.000000, 0.000000, 17191.080490, 8.277901, 3.034395
284, 26.822668, 4.514581, 31.655462, 2248.530750, 6.477670, 781.823869, 7.349878, 61.214501, 8.681707, 61.214501, 8.681707, 0.000000, 0.000000, 15168.484031, 8.592391, 3.119611
285, 26.357266, 4.920766, 30.893694, 2218.091340, 6.689853, 806.871397, 7.453503, 66.115623, 8.691391, 66.115623, 8.691391, 0.000000, 0.000000, 15194.622706, 8.121916, 2.989612
286, 26.418155, 4.731874, 30.678092, 2006.897791, 5.928826, 589.641417, 6.905273, 40.836985, 8.522997, 40.836985, 8.522997, 0.000000, 0.000000, 20967.178523, 7.982373, 2.884969
287, 26.069680, 4.700698, 31.255888, 2262.016883, 7.163201, 881.184852, 7.437053, 83.058629, 9.022342, 83.058629, 9.022342, 0.000000, 0.000000, 12981.284060, 8.301252, 3.031493
288, 29.616665, 6.455322, 34.482967, 1304.939147, -5.698825, 351.067908, 7.657775, 20.905793, 10.040887, 20.905793, 10.040887, 0.000000, 0.000000, 14464.773377, 8.470068, 2.988418
289, 26.721382, 4.142647, 32.161360, 1333.058808, 5.832742, 370.450065, 7.079597, 20.374869, 8.765824, 20.374869, 8.765824, 0.000000, 0.000000, 14998.657572, 8.147082, 2.902740
290, 27.127841, 3.514168, 32.361526, 1491.429213, 6.467352, 490.221668, 7.565442, 36.741711, 9.369839, 36.741711, 9.369839, 0.000000, 0.000000, 11316.636297, 8.420462, 3.060092
291, 26.878793, 3.361612, 32.026239, 1457.080227, 6.122230, 435.748730, 7.469003, 29.517318, 8.818673, 29.517318, 8.818673, 0.000000, 0.000000, 12847.342166, 8.308954, 2.978373
292, 27.014479, 3.206028, 32.390717, 1511.923088, 6.337725, 507.518615, 7.271444, 34.305157, 9.153187, 34.305157, 9.153187, 0.000000, 0.000000, 11704.128062, 8.398921, 3.014766
293, 26.976176, 3.271948, 31.189867, 1512.240503, 6.543293, 537.426843, 7.500206, 43.033558, 8.498076, 43.033558, 8.498076, 0.000000, 0.000000, 11338.763786, 8.100549, 2.882202
294, 26.435048, 3.228965, 31.052306, 1534.490452, 6.916264, 571.187579, 7.243633, 46.927243, 8.786589, 46.927243, 8.786589, 0.000000, 0.000000, 10095.230617, 8.196684, 3.004880
295, 27.392160, 4.603483, 32.786319, 1420.617361, 5.757305, 383.696977, 7.559145, 22.038190, 8.777308, 22.038190, 8.777308, 0.000000, 0.000000, 14194.687398, 8.190162, 2.902882
296, 27.298481, 16.189544, 32.006726, 11878.142758, 6.648652, 4163.176573, 7.674381, 348.891022, 9.004215, 348.891022, 9.004215, 0.000000, 0.000000, 78576.411476, 8.591300, 3.102202
297, 26.223359, 20.552137, 31.518414, 11518.851589, 6.151075, 3631.716622, 6.966664, 251.812476, 8.562867, 251.812476, 8.562867, 0.000000, 0.000000, 97709.779625, 8.203386, 2.948039
298, 27.230509, 25.356240, 31.481613, 9681.699112, 5.580249, 2524.634007, 7.064432, 144.186544, 8.665620, 144.186544, 8.665620, 0.000000, 0.000000, 125461.983892, 8.116200, 2.884527
299, 26.169152, 20.580077, 31.433683, 11783.769387, 6.503034, 4123.048578, 7.240024, 345.692124, 8.648800, 345.692124, 8.648800, 0.000000, 0.000000, 84564.783159, 8.269221, 3.016300
300, 26.833453, 15.255563, 31.503665, 11735.639811, 6.951418, 4435.139989, 7.622381, 364.037309, 9.163349, 364.037309, 9.163349, 0.000000, 0.000000, 74333.978112, 8.524611, 3.113128
301, 26.687638, 16.124913, 32.362326, 11851.172677, 7.069753, 4843.585569, 7.692400, 478.015110, 9.382561, 478.015110, 9.382561, 0.000000, 0.000000, 66218.921423, 8.593984, 3.139223
302, 26.397821, 19.697408, 31.445129, 11918.071632, 7.035002, 4664.586004, 7.482601, 430.044908, 8.994109, 430.044908, 8.994109, 0.000000, 0.000000, 71224.382337, 8.321531, 3.051850
303, 27.620006, 20.143538, 32.059801, 11549.708881, 6.095718, 3519.497785, 7.538428, 256.935036, 8.735141, 256.935036, 8.735141, 0.000000, 0.000000, 95993.738674, 8.333656, 2.980057
304, 27.289917, 15.319007, 32.272745, 12112.156854, 6.464698, 4131.186702, 7.548573, 330.027621, 8.995906, 330.027621, 8.995906, 0.000000, 0.000000, 79261.344224, 8.647697, 3.126864
305, 26.353803, 18.726375, 30.849504, 11976.030642, 6.434520, 4041.889749, 7.301690, 285.411413, 8.404920, 285.411413, 8.404920, 0.000000, 0.000000, 89817.390135, 7.974399, 2.884009
306, 27.020241, 16.209313, 31.713690, 11803.637852, 6.614310, 4210.254603, 7.568993, 334.903983, 8.887588, 334.903983, 8.887588, 0.000000, 0.000000, 79923.954936, 8.539665, 3.088215
307, 26.327386, 19.820531, 32.107291, 12081.902334, 6.437623, 4086.892421, 7.225274, 308.528633, 8.850889, 308.528633, 8.850889, 0.000000, 0.000000, 83825.684020, 8.451351, 3.046683
308, 26.251022, 16.892004, 31.835581, 11877.594161, 6.657096, 4172.843462, 7.404418, 338.740871, 8.946980, 338.740871, 8.946980, 0.000000, 0.000000, 79950.981441, 8.393201, 3.052149
309, 27.320011, 23.641251, 31.979134, 10602.203924, 5.939642, 3030.239362, 7.585718, 199.953541, 8.756638, 199.953541, 8.756638, 0.000000, 0.000000, 107031.409052, 8.227912, 2.944182
310, 26.376496, 21.492364, 31.202732, 12174.439045, 7.027848, 4815.809451, 7.309945, 420.754423, 8.768446, 420.754423, 8.768446, 0.000000, 0.000000, 71077.665716, 8.088370, 2.959708
311, 26.247453, 17.892882, 31.057826, 11867.784879, 7.001829, 4459.047658, 7.374822, 343.521429, 8.930580, 343.521429, 8.930580, 0.000000, 0.000000, 74469.207200, 8.379733, 3.066450
312, 26.620287, 3.734998, 31.384710, 1866.777961, 6.557147, 647.122793, 7.438632, 51.884740, 8.678012, 51.884740, 8.678012, 0.000000, 0.000000, 12654.789961, 8.327428, 2.993384
313, 26.524502, 3.560549, 30.995139, 1833.411982, 5.970816, 576.514132, 7.128806, 38.871676, 8.213964, 38.871676, 8.213964, 0.000000, 0.000000, 14637.084817, 8.264091, 2.999955
