channel, first gap spacing, first gap spacing err, other gap spacing, other gap spacing err, 1st peak amplitude, 1st peak amplitude err, 1st peak mean, 1st peak mean err, 1st peak sigma, 1st peak sigma err, 2nd peak amplitudes, 2nd peak amplitudes err, 2nd peak sigmas, 2nd peak sigmas err, 3rd peak amplitudes, 3rd peak amplitudes err, 3rd peak sigmas, 3rd peak sigmas err, 4th peak amplitudes, 4th peak amplitudes err, 4th peak sigmas, 4th peak sigmas err, 5th peak amplitudes, 5th peak amplitudes err, 5th peak sigmas, 5th peak sigmas err, 6th peak amplitudes, 6th peak amplitudes err, 6th peak sigmas, 6th peak sigmas err
26,21.753727,0.038147,23.534666,0.076021,9499.843481,28.592801,1445.462682,0.043814,8.231640,0.027195,12974.032981,39.503025,6.622395,0.032577,4018.681860,22.603960,8.502457,0.062314,1193.835449,9.964353,17.454553,0.146037,10.000000,0.398430,2.000000,0.103649,169.246843,3.481609,20.000000,0.269156
27,21.810914,0.028998,25.350507,0.071829,12103.177956,33.649260,1570.127254,0.035248,7.494038,0.022207,12141.336359,36.659054,7.162811,0.033178,3446.086825,20.636312,7.907757,0.057616,894.424270,7.992592,16.945790,0.154642,10.000000,0.647204,2.000000,0.136572,119.998697,3.007627,18.018479,0.518427
28,22.911451,0.050213,24.948719,0.085291,6820.958567,26.115728,1535.883995,0.061517,8.415790,0.035147,11993.073624,35.898646,7.646829,0.040661,5526.269307,24.209189,8.431253,0.046610,1704.374524,15.259586,10.208099,0.140383,476.829966,8.884627,12.854387,0.263610,181.575911,4.287362,20.000000,0.076780
29,23.317724,0.043176,25.520701,0.063644,7157.544757,27.255810,1398.249317,0.053447,7.931764,0.031191,12445.387306,35.461525,8.040816,0.037170,5315.744911,23.431721,8.111931,0.045045,1700.355779,13.736220,8.894876,0.086034,477.912764,8.774851,10.099365,0.235730,158.090398,4.044832,17.991671,0.699684
30,23.005342,0.052729,25.965735,0.066455,5933.529771,25.563378,1481.368415,0.065220,8.222198,0.036835,12330.131108,35.402422,7.995518,0.037830,5696.303042,23.432334,8.651109,0.047223,1898.227130,15.459736,9.220089,0.090155,499.506691,9.473219,10.904171,0.273757,170.960297,4.838186,19.983366,14.824997
31,23.649364,0.040688,26.693491,0.056563,7102.597743,25.509792,1429.786167,0.049490,8.088940,0.030307,12697.149942,35.983275,7.738792,0.031555,5321.657138,22.283006,8.370112,0.043916,1642.438664,12.914369,9.198426,0.089111,429.621264,6.934773,10.687791,0.227193,149.140316,3.122285,20.000000,0.579539
32,24.990981,0.030108,29.493110,0.045498,13036.762960,34.245657,1433.924819,0.026774,7.513521,0.018055,9800.270637,29.859108,8.585652,0.034097,3129.740850,16.832074,8.572641,0.055204,906.833031,9.078286,8.569673,0.105936,287.405591,4.832797,10.768470,0.297116,99.194104,3.873135,6.110260,0.532443
33,23.910531,0.029890,26.719680,0.074442,12020.258567,32.412002,1477.918884,0.030456,7.649522,0.020370,11127.261912,34.070089,7.530795,0.034260,3195.408075,19.830691,8.174960,0.060700,864.183467,7.364323,18.469762,0.176412,10.000000,0.630048,2.000000,0.155530,130.413242,3.073578,20.000000,0.378060
34,23.988761,0.029470,29.561502,0.055693,18049.626858,39.551725,1410.132094,0.020122,7.488227,0.014369,8239.674817,29.235196,7.460992,0.032292,1995.808527,13.243270,8.634391,0.064191,561.115664,7.458863,8.029625,0.116268,162.963421,3.471811,12.124087,0.414558,59.525507,3.339625,5.379262,0.558588
35,23.198803,0.027895,28.589461,0.059673,15882.721142,37.282797,1508.437996,0.024618,7.546919,0.016751,9412.100231,31.535324,7.462968,0.032990,2551.084241,15.168529,8.334829,0.055742,703.115482,7.862405,8.688929,0.110529,190.526849,4.619239,8.569877,0.271760,76.131887,2.120156,20.000000,1.200846
36,23.996568,0.028917,29.051441,0.056421,19905.749795,42.893491,1598.943313,0.017356,6.968323,0.012628,8164.569295,29.119960,7.461832,0.032530,1959.828183,13.412133,8.063867,0.061170,513.493856,6.706407,8.617379,0.149997,171.642154,3.989451,9.145957,0.407580,60.575884,2.739382,8.283456,0.973400
37,23.992278,0.028227,28.340663,0.058938,15266.142089,36.606842,1420.579807,0.024481,7.510698,0.016761,9529.862313,31.063657,7.760241,0.033701,2776.903362,16.013572,8.164104,0.053640,762.254578,7.964703,9.417569,0.116684,215.557023,5.175891,7.918747,0.244929,80.801425,2.142282,20.000000,1.679055
38,24.092372,0.027285,28.791668,0.060010,16654.429703,38.492557,1540.848483,0.021452,7.327281,0.015107,9408.301034,31.029078,7.615819,0.031897,2480.485434,15.202633,7.950343,0.053291,661.167849,7.537167,8.830199,0.113821,177.729089,4.308568,9.073619,0.293167,62.156911,2.034534,20.000000,0.882238
39,23.727303,0.026079,27.836149,0.069731,14581.057121,35.261459,1485.315209,0.025012,7.683773,0.017371,10425.172666,33.961834,7.165672,0.030658,2884.119963,16.071762,8.317337,0.052311,807.871054,8.778047,8.961470,0.115033,201.029281,4.770157,9.868847,0.333538,84.728278,2.343433,20.000000,0.262315
40,22.038144,0.030819,24.013842,0.067222,11036.351479,31.188760,1484.264458,0.035057,7.658429,0.022859,12915.847028,38.486089,6.723939,0.029377,3833.247731,22.287043,7.913282,0.057452,1082.780058,9.446989,16.649643,0.146000,10.000000,0.422047,2.000000,0.112655,155.435012,3.702075,18.141951,0.392515
41,22.033776,0.034807,24.888441,0.067944,9031.610525,28.619000,1597.384801,0.042585,7.884497,0.026410,13226.380453,39.034727,6.926115,0.030519,4844.287867,21.612730,8.181371,0.045323,1451.733409,13.229795,9.014654,0.109454,374.356723,6.957398,10.802692,0.240485,129.898286,2.827215,20.000000,0.178423
42,24.595018,0.032368,26.234943,0.066757,10249.263204,29.513872,1475.376885,0.033349,7.826605,0.022366,12099.452926,35.574211,7.466640,0.032417,3740.834819,21.777204,8.022216,0.055478,1010.500599,8.034055,19.041694,0.174008,10.000000,0.487522,2.000000,0.106214,134.675118,3.485531,19.158316,0.825123
43,22.796017,0.026007,28.035336,0.056578,15756.210544,37.967822,1502.780406,0.023221,7.219875,0.016055,10344.614240,33.181569,7.325115,0.029668,2818.572669,16.041743,8.199473,0.052399,775.418431,8.463194,8.402887,0.106656,197.097040,4.442762,9.497812,0.286779,67.800721,2.028442,20.000000,1.213343
44,21.669758,0.037782,23.468629,0.073065,9729.426934,29.378765,1574.366724,0.046611,8.234941,0.028195,12814.057854,39.072906,6.819537,0.034122,4104.654213,23.304793,7.926379,0.058014,1198.833490,9.939511,16.913455,0.138884,10.000000,0.390287,2.000000,0.111127,151.935608,3.831698,18.643741,0.420883
45,23.215183,0.041004,25.531215,0.060950,7551.278542,26.983595,1473.244616,0.052073,8.045761,0.030913,12452.750579,35.793517,7.778208,0.035143,5442.736084,23.499117,7.902686,0.043048,1628.762781,13.310506,9.043541,0.088642,454.096944,8.680755,10.216837,0.239809,153.754815,4.025689,18.261660,0.761082
46,23.453478,0.031907,27.385995,0.067478,9504.998435,28.875180,1554.031097,0.038022,7.946418,0.024292,12664.256367,36.957574,7.414594,0.030878,4323.060859,19.643241,8.476411,0.045677,1227.509335,11.287042,9.526703,0.109403,307.080801,5.789939,11.003063,0.276888,104.091771,2.738158,20.000000,0.150806
47,23.743166,0.028508,26.022676,0.065433,11606.746853,31.341004,1499.957794,0.031882,7.838948,0.021416,11936.544936,35.892523,7.188663,0.030190,3459.240488,21.009870,7.778865,0.051722,934.673130,7.848745,17.908256,0.174884,10.000000,0.386705,2.000000,0.103677,127.378253,3.186342,19.277566,0.829796
48,23.931096,0.027716,29.350407,0.056932,15985.757648,37.458279,1441.508864,0.022276,7.458943,0.015601,9403.267356,31.071875,7.571409,0.031179,2527.426598,15.011692,8.570305,0.059176,688.999849,8.034216,8.315665,0.122247,215.809016,4.043985,11.178241,0.358782,80.330957,3.539326,6.757919,0.717276
49,23.514678,0.027399,27.558247,0.064658,15132.243621,36.809006,1542.371499,0.025410,7.388885,0.017178,9886.379151,31.942033,7.642378,0.033921,2958.654005,17.016128,7.693339,0.049988,778.935164,8.341671,9.001687,0.113340,206.529978,4.845971,9.691326,0.305593,88.666492,2.315990,20.000000,0.637228
50,23.523549,0.028003,28.939417,0.061723,14935.455228,36.288238,1555.023598,0.026095,7.559986,0.017513,9721.696518,31.477219,7.720597,0.033695,2720.393991,15.594035,8.470947,0.055751,758.188909,8.022257,9.094806,0.111887,201.863318,4.807739,8.746013,0.277059,88.214786,2.372218,20.000000,1.494187
51,23.410420,0.026342,28.145520,0.057848,14338.594154,35.825846,1485.863680,0.024453,7.366967,0.016948,10578.767450,33.406451,7.381506,0.029612,3041.727874,16.500993,8.438205,0.052908,854.762807,8.819852,8.649549,0.103116,224.233717,4.901277,9.397828,0.275983,90.794748,2.351329,20.000000,0.434489
52,24.105538,0.038498,24.943162,0.065426,8601.610512,26.727109,1411.213102,0.044334,8.373357,0.027972,12499.647804,36.264209,7.422442,0.033759,4211.423986,23.252201,7.836709,0.053863,1192.658315,9.318530,17.537604,0.141656,10.000000,0.434175,2.000000,0.112001,166.269363,3.809164,18.745823,0.555976
53,22.605452,0.038720,25.276089,0.073696,8827.402330,28.664703,1418.445478,0.046918,7.982504,0.028428,12396.954326,36.204757,7.444840,0.035424,4039.761748,22.415210,8.393230,0.060120,1206.675508,9.734414,17.705367,0.141561,10.000000,0.481587,2.000000,0.141255,177.169219,3.891809,18.427132,0.493944
54,22.801517,0.030135,26.724893,0.060725,10670.999533,31.827758,1518.508367,0.037572,7.667790,0.023306,11887.763843,35.086960,7.740377,0.033678,4074.834922,19.775579,8.155611,0.047161,1155.198459,10.614798,8.654129,0.094116,312.061186,7.649619,9.764210,0.245021,105.935085,3.249187,16.041140,1.000223
55,23.125628,0.036882,26.647708,0.062344,8188.585827,28.077664,1430.489188,0.045745,7.820013,0.027801,12262.441057,35.491307,7.788537,0.034224,4869.724433,21.380832,8.447098,0.046607,1514.219851,12.524198,9.032222,0.089000,410.830899,9.869762,10.082463,0.250805,154.056758,4.072394,18.009884,1.079027
56,22.057523,0.029848,26.648987,0.062431,10888.865419,32.701013,1446.478049,0.040521,7.763777,0.024344,11971.417062,35.770666,7.617269,0.034002,3952.901997,19.373533,8.287784,0.048082,1141.093382,10.513874,8.465767,0.091518,317.251930,7.128663,9.287118,0.219882,99.498850,2.960421,15.508809,0.852491
57,21.886042,0.030315,23.703610,0.077169,12396.257416,33.287316,1552.710531,0.033113,7.580149,0.021414,12273.610461,37.784488,6.748415,0.033502,3490.054321,20.931720,7.995516,0.061767,888.310502,8.503532,17.073660,0.167135,10.000000,0.396301,2.000000,0.100521,122.632736,3.401369,19.095415,0.504212
58,22.807428,0.033514,24.642449,0.074321,10730.894542,30.943134,1493.386176,0.039168,7.929408,0.024485,11927.299303,35.700026,7.401881,0.035405,3676.140990,21.746457,7.944245,0.059250,1042.021379,9.238281,16.319616,0.151252,10.000000,0.434549,2.000000,0.113545,155.652284,3.505120,19.363740,0.552154
59,22.501124,0.047071,25.842111,0.066338,6649.389632,26.770473,1534.757946,0.059392,8.040176,0.033898,12454.798215,36.189008,7.735148,0.036933,5538.722117,23.032834,8.515744,0.046009,1807.770546,14.704425,9.055231,0.088677,499.060389,9.373871,10.568232,0.261370,179.999455,4.674020,18.189664,0.721709
60,22.076140,0.031444,24.573270,0.074515,11602.232317,31.938313,1548.087051,0.035794,7.828560,0.022886,12014.463447,37.087373,6.915405,0.033241,3609.730758,21.044926,8.244811,0.061682,982.260605,8.894379,17.372340,0.154069,10.000000,0.405907,2.000000,0.100868,138.806028,3.595177,17.209263,0.422500
61,22.448009,0.032198,25.729925,0.064141,10120.759544,31.133992,1480.235112,0.040433,7.796628,0.024712,11928.795503,35.773555,7.610231,0.034642,4384.152413,20.694338,8.222104,0.047363,1311.550434,11.993194,8.587371,0.094831,352.858953,6.241019,10.443251,0.243491,115.593588,2.616995,19.998827,11.177224
62,23.803981,0.033537,26.128515,0.066515,9688.756012,28.720704,1453.341906,0.037340,7.942996,0.024407,12271.921322,35.993914,7.325219,0.031864,3954.778593,22.315880,8.239871,0.054958,1123.374431,8.787863,18.445379,0.157564,10.000000,0.439142,2.000000,0.108691,150.979592,3.606315,18.667794,0.685940
63,23.055781,0.029034,25.439079,0.076188,12246.271569,32.239228,1514.320896,0.029266,7.774778,0.020004,12200.080903,37.517223,6.693831,0.029767,3243.555063,20.102408,8.515458,0.062874,897.731011,8.376641,17.721277,0.174336,10.000000,0.326647,2.000000,0.080813,128.879409,3.398678,19.464404,0.767812
64,23.210278,0.027985,26.694338,0.082524,14318.381382,35.718142,1550.397937,0.028778,7.593656,0.018800,10073.709003,32.975116,7.605690,0.037910,2943.509724,16.968127,7.816856,0.050700,752.218370,8.742189,9.313670,0.132565,205.630144,5.062454,10.316794,0.313368,91.251532,2.245753,20.000000,0.151070
65,18.000000,0.000880,26.259624,0.182138,27854.238469,55.923154,1392.873320,0.014276,6.211576,0.009561,4736.954553,26.900926,8.686770,0.052644,460.729228,9.972504,8.372348,0.150656,116.925371,3.511477,12.195334,0.643111,37.545907,4.414338,8.108961,0.601596,82.073041,1.946797,20.000000,0.029354
66,22.895721,0.032094,26.747117,0.064332,9812.130055,30.849667,1463.222912,0.040849,7.750804,0.024867,11926.768869,35.020284,7.851071,0.034938,4087.716193,19.750479,8.240157,0.047185,1155.713392,10.638643,9.000343,0.100801,303.025358,5.950672,9.935661,0.255807,121.744620,2.599930,20.000000,0.461162
67,22.848325,0.035668,26.176266,0.064950,8631.031399,29.089044,1529.234605,0.045131,7.770356,0.027227,12392.532641,35.942965,7.740817,0.034830,4587.314913,21.102501,8.184888,0.045952,1353.011175,11.940693,8.907708,0.093747,353.326564,8.590461,9.731205,0.259855,140.808462,3.582467,19.337973,1.033681
68,22.668458,0.034819,26.228177,0.066609,8876.579249,29.163024,1570.811510,0.043972,7.803734,0.026741,12283.864863,36.009045,7.594614,0.033768,4537.673353,20.690154,8.377308,0.047126,1316.034737,11.854655,9.286457,0.105907,352.019226,6.631995,10.602690,0.254050,141.867048,2.934213,20.000000,0.527923
69,22.621009,0.038327,25.468192,0.075070,8377.394239,28.754538,1449.855132,0.049225,7.973570,0.029038,12384.036601,36.384990,7.615717,0.036518,4738.824586,21.741626,8.084122,0.045250,1318.366609,12.473667,9.650335,0.125233,337.361892,6.984129,11.630579,0.278622,148.098173,3.236510,20.000000,0.117535
70,22.174661,0.037559,23.993226,0.074735,9375.175932,28.433890,1543.581396,0.043291,8.205665,0.026981,12654.374773,38.232331,6.833988,0.032928,3878.826985,22.119774,8.377479,0.061965,1135.307157,9.520181,17.391489,0.150647,10.000000,0.385193,2.000000,0.095363,179.459050,3.471905,20.000000,0.187999
71,23.748485,0.035206,26.954867,0.056576,8168.186522,27.275220,1443.607724,0.042130,7.835441,0.026517,12418.494319,35.574278,7.751755,0.031204,4744.163716,21.096274,8.246431,0.044772,1424.020251,11.711926,9.217014,0.094358,361.444480,6.565426,10.218161,0.235795,156.848925,3.038215,20.000000,0.143714
72,23.384500,0.053381,26.204235,0.068174,5927.971109,25.307696,1485.731738,0.066615,8.317479,0.037486,12083.148740,34.799914,8.085385,0.039139,5505.397450,22.995900,8.734349,0.047389,1738.130301,14.366012,9.176092,0.089563,471.499650,9.777005,10.530304,0.259371,178.345753,4.418623,19.983445,15.138407
73,21.465641,0.033950,25.041057,0.062482,9578.575271,31.495982,1527.720654,0.047745,7.907646,0.027668,12331.364433,37.181267,7.413891,0.034476,4420.280790,21.048884,8.041377,0.046550,1295.611367,11.851714,8.518803,0.098576,329.707498,6.513618,9.629367,0.236994,133.742923,2.646439,20.000000,0.235650
74,22.666308,0.036305,26.133934,0.063908,8577.778029,29.656612,1482.518534,0.048215,7.829269,0.028339,12218.670474,35.469403,7.854276,0.036169,4701.244877,21.529034,8.141820,0.045809,1368.944901,11.963008,8.910507,0.093299,365.282067,8.287326,9.846982,0.253958,131.906162,3.536037,19.429025,1.035610
75,23.140863,0.032426,26.250623,0.062546,9411.983221,29.423611,1501.375689,0.039735,7.739426,0.024934,12303.863827,35.780542,7.617989,0.031938,4366.438320,20.476414,8.171012,0.046431,1258.326406,11.353971,8.963961,0.099280,324.455786,6.204353,10.365107,0.255487,131.316130,2.767153,20.000000,1.311004
76,22.943722,0.027450,27.895658,0.064370,16390.763078,38.231410,1543.089608,0.023040,7.391573,0.015908,9491.063543,32.049109,7.327566,0.032382,2510.082185,15.129238,8.195364,0.055815,675.237382,7.898270,8.543046,0.117236,182.894796,4.406856,9.477632,0.304997,72.973714,2.063201,20.000000,0.556455
77,23.436340,0.028874,27.476121,0.061996,11693.686725,32.416052,1509.104025,0.032665,7.673929,0.021052,11028.045139,33.876993,7.704499,0.034265,3691.140985,18.414505,8.376255,0.048816,1033.811481,9.815185,8.931051,0.099980,284.115724,5.649273,9.550677,0.251901,115.488285,2.572767,20.000000,0.242488
78,23.948090,0.026389,28.378736,0.054805,14569.752891,36.292788,1591.030418,0.023842,7.283194,0.016522,10446.155494,32.423070,7.692420,0.030073,2885.384110,16.397828,8.014848,0.051331,787.736419,8.184470,9.145129,0.115940,217.397297,5.015806,8.518978,0.267116,83.809455,2.278683,20.000000,0.893109
79,24.358040,0.027293,28.703041,0.052414,12208.040136,33.677537,1514.096473,0.027020,7.184207,0.018271,11132.909901,32.982915,8.015239,0.030748,3514.856392,18.018463,8.217221,0.048068,1024.200202,9.284190,9.160451,0.097654,269.792194,5.592928,8.745094,0.229640,114.735971,2.560945,20.000000,0.768508
80,22.950754,0.027902,27.422028,0.082223,15516.902318,36.856299,1470.132570,0.025860,7.606599,0.017334,9536.132880,32.707546,7.322977,0.036477,2600.829871,15.343478,8.292809,0.055045,699.260478,8.425986,9.022506,0.132542,182.603388,4.698206,10.093567,0.360509,91.279312,2.366509,20.000000,0.195166
81,23.109123,0.028063,26.804623,0.059911,15346.336492,36.980555,1602.009337,0.025016,7.431897,0.016941,9848.915771,32.267829,7.454847,0.032996,2650.546882,15.758412,8.325149,0.057861,773.744198,8.624384,8.248553,0.104316,209.940822,5.131147,7.980073,0.236367,92.276731,2.015163,20.000000,0.338272
82,22.586252,0.028798,27.266578,0.066836,12630.503627,35.256202,1565.653456,0.030832,7.205272,0.019669,10970.678771,33.342926,7.893510,0.035235,3407.381495,17.768787,8.493281,0.053151,915.556006,9.402868,9.057197,0.113077,242.429385,5.238046,10.024540,0.292029,101.678333,2.444667,20.000000,1.167060
83,23.346407,0.034959,26.560913,0.061571,8625.492262,28.847544,1516.635870,0.043394,7.723980,0.026554,12020.106895,34.889528,7.917213,0.034796,4671.546702,21.344082,8.113015,0.045664,1394.191227,11.766799,9.019066,0.091440,381.208310,9.245696,10.003674,0.242150,152.757805,3.810303,17.858971,0.985819
84,23.650557,0.026793,28.267697,0.056177,17568.260712,39.752543,1574.862808,0.019908,7.208645,0.014328,9094.800792,31.137617,7.231492,0.030167,2388.384111,14.982323,7.871476,0.053694,649.481011,7.545605,8.641906,0.114122,181.618235,4.626938,8.340911,0.266170,80.009632,2.054836,20.000000,1.342090
